ModelID;CategoryID;Model;Codename;GeneralExtras
10101;1;Enjoy 9 Dual SIM TD-LTE CN DUB-TL00;;Haptic touch feedback
10102;1;Y7 2019 Dual SIM LTE-A EMEA DUB-LX1 / Y7 Prime 2019 DUB-L21;;Haptic touch feedback
10103;1;LMX410FTW K Series K11 Alpha 2018 Dual SIM LTE-A LATAM;LG X410E;Haptic touch feedback
10104;1;LMV350EAW V35 ThinQ Dual SIM LTE-A LATAM 128GB;LG Storm;Haptic touch feedback , Tactile touch feedback
10105;1;LMQ610BA Q7+ DTV Dual SIM LTE-A LATAM;LG CV5A;Haptic touch feedback
10106;1;LMQ710BAW Q Note+ Dual SIM LTE-A LATAM;LG Q710E;Haptic touch feedback , Active stylus
10107;1;LMX410BCW K Series K11+ 2018 Dual SIM LTE-A LATAM;LG X410E;Haptic touch feedback
10108;1;GS370 Plus LTE Dual SIM;;Haptic touch feedback
10109;1;LMX410BTW K Series K11 Alpha 2018 Dual SIM LTE-A LATAM;LG X410E;Haptic touch feedback
10110;1;SM-J610G/DS Galaxy J6+ 2018 Duos TD-LTE LATAM APAC 32GB;Samsung J610;Haptic touch feedback
10111;1;SM-J610G/DS Galaxy J6+ 2018 Duos TD-LTE APAC 64GB;Samsung J610;Haptic touch feedback
10112;1;SM-J610G Galaxy J6+ Spark 2018 TD-LTE LATAM AU 32GB;Samsung J610;Haptic touch feedback
10113;1;Axon 10 Pro A2020 Standard Edition Dual SIM TD-LTE CN 128GB;ZTE A2020;Haptic touch feedback
10114;1;SM-J610F/DS Galaxy J6+ 2018 Duos TD-LTE EMEA APAC 64GB;Samsung J610;Haptic touch feedback
10115;1;SM-J610F/DS Galaxy J6+ 2018 Duos TD-LTE EMEA APAC 32GB;Samsung J610;Haptic touch feedback
10116;1;GS370 LTE Dual SIM;;Haptic touch feedback
10117;1;Nova 4 Premium Edition 20MP Dual SIM TD-LTE CN VCE-TL00;Huawei Venice;Haptic touch feedback
10118;1;Alpha-One Dual SIM TD-LTE CN TL99G;;Haptic touch feedback
10119;1;Realme C1 2019 Premium Edition Dual SIM TD-LTE IN 32GB RMX1811;BBK AX5B;Haptic touch feedback
10120;1;Realme C1 2019 Standard Edition Dual SIM TD-LTE IN 32GB RMX1811;BBK AX5B;Haptic touch feedback
10121;1;SM-M205F/DS Galaxy M20 Duos Global TD-LTE 32GB;Samsung M205;Haptic touch feedback
10122;1;SM-M105F/DS Galaxy M10 Duos TD-LTE IN 32GB;Samsung M105;Haptic touch feedback
10123;1;Redmi Go Global Dual SIM TD-LTE M1903C3GG;Xiaomi Tiare;Haptic touch feedback
10124;1;Nova Lite 3 Dual SIM TD-LTE JP 32GB POT-LX2J / POT-L62J / POT-L72J;Huawei Porto A;Haptic touch feedback
10125;1;GS180 LTE Dual SIM;;Haptic touch feedback
10126;1;P Smart 2019 Dual SIM LTE-A LATAM 64GB POT-LX3 / POT-L23;Huawei Porto A;Haptic touch feedback
10127;1;Redmi Note 7 Dual SIM TD-LTE IN 64GB M1901F7I / MZB7412IN / MZB7265IN / MZB7266IN;Xiaomi Lavender;Haptic touch feedback
10128;1;2 V LTE US;HMD Dynamo;Haptic touch feedback
10129;1;Honor V20 Standard Edition Dual SIM TD-LTE CN PCT-TL10;Huawei Princeton;Haptic touch feedback
10130;1;Xenium X598 Dual SIM TD-LTE CN;;Haptic touch feedback
10131;1;Zero TD-LTE CN;;Haptic touch feedback , Tactile touch feedback , Display speaker
10132;1;Black Shark Global Dual SIM TD-LTE 128GB SKR-H0;;Haptic touch feedback
10133;1;V405UAB V40 ThinQ VZW LTE-A US;LG Storm Plus;Haptic touch feedback , Tactile touch feedback
10134;1;V405UA0 V40 ThinQ USC LTE-A US;LG Storm Plus;Haptic touch feedback , Tactile touch feedback
10135;1;Honor View 20 Moschino Edition Global Dual SIM TD-LTE PCT-LX9 / PCT-L29;Huawei Princeton;Haptic touch feedback
10136;1;LMV405EB V40 ThinQ TD-LTE EMEA;LG Storm Plus;Haptic touch feedback , Tactile touch feedback
10137;1;V405UA V40 ThinQ Sprint TD-LTE US;LG Storm Plus;Haptic touch feedback , Tactile touch feedback
10138;1;LMQ610IS Q7 Alpha Dual SIM TD-LTE IN;LG CV5A;Haptic touch feedback
10139;1;Black Shark Global Dual SIM TD-LTE 64GB SKR-H0;;Haptic touch feedback
10140;1;Cosmo Communicator TD-LTE;;Haptic touch feedback
10141;1;G08 Dual SIM LTE APAC M2165;;Haptic touch feedback
10142;1;Vivo Y89 Dual SIM TD-LTE CN V1730EA;BBK V1730E;Haptic touch feedback
10143;3;Sport 43mm FTW4019P / FTW4021P;;
10144;3;Sport 41mm FTW6022P / FTW6024P / FTW6025P / FTW6026P / FTW6027P / FTW6028P;;
10145;1;Vivo Y20 Dual SIM TD;;Haptic touch feedback
10146;1;Vivo Y17 HSPA;;Haptic touch feedback
10147;1;Vivo Y622 HSPA;;Haptic touch feedback
10148;1;Z5s Standard Edition Dual SIM TD-LTE CN 64GB L78071;;Haptic touch feedback
10149;1;Z5s Premium Edition Dual SIM TD-LTE CN 64GB L78071;;Haptic touch feedback
10150;1;Z5 Pro GT Standard Edition Dual SIM TD-LTE CN 128GB L78032;;Haptic touch feedback
10151;1;Tommy 3 Plus Dual SIM TD-LTE APAC;;Haptic touch feedback
10152;1;Tommy LTE APAC M1563;;
10153;1;Z5s Premium Edition Dual SIM TD-LTE CN 128GB L78071;;Haptic touch feedback
10154;1;Vivo Y22iL 4G TD-LTE CN PD1309BL;;Haptic touch feedback
10155;1;Vivo Y75 Standard Edition Dual SIM LTE CN 32GB;;Haptic touch feedback
10156;1;Vivo Y75 Premium Edition Dual SIM LTE CN 64GB;;Haptic touch feedback
10157;1;Vivo Y75 Premium Edition Dual SIM LTE CN 32GB;;Haptic touch feedback
10158;1;Vivo Y75A Standard Edition Dual SIM LTE CN 32GB;;Haptic touch feedback
10159;2;M89;;Haptic touch feedback
10160;1;Vivo Y75A Premium Edition Dual SIM LTE CN 64GB;;Haptic touch feedback
10161;2;T8;;Haptic touch feedback
10162;1;Vivo Y67L Dual SIM TD-LTE CN;;Haptic touch feedback
10163;1;Vivo Y66i Dual SIM TD-LTE CN;;Haptic touch feedback
10164;1;Vivo Y66i A Dual SIM TD-LTE CN;;Haptic touch feedback
10165;1;Vivo Y66 Dual SIM TD-LTE CN;;Haptic touch feedback
10166;1;Z5 Pro GT Premium Edition Dual SIM TD-LTE CN 128GB L78032;;Haptic touch feedback
10167;1;V0230WW Vivo X Dual SIM LTE;;Haptic touch feedback
10168;1;V0250WW Vivo XL 3 Dual SIM LTE;;Haptic touch feedback
10169;1;Z5 Pro Premium Edition Dual SIM TD-LTE CN 128GB L78031;;Haptic touch feedback
10170;1;V0350WW Vivo XL 4 Dual SIM LTE;;Haptic touch feedback
10171;1;Z5 Pro GT Premium Edition Dual SIM TD-LTE CN 256GB L78032;;Haptic touch feedback
10172;1;V0390WW Vivo GO Dual SIM LTE;;Haptic touch feedback
10173;1;Y Max Dual SIM TD-LTE APAC ARS-LX2 / Honor 8X Max ARS-L22;Huawei Aries;Haptic touch feedback
10174;2;T20 Dual SIM TD-LTE;;Haptic touch feedback
10175;2;T10;;Haptic touch feedback
10176;1;1C 2019 Dual SIM 3G EU;;Haptic touch feedback
10177;1;Q925K Q9 TD-LTE KR;LG Falcon;Haptic touch feedback
10178;1;Q925L Q9 LTE-A KR;LG Falcon;Haptic touch feedback
10179;1;Q925S Q9 TD-LTE KR;LG Falcon;Haptic touch feedback
10180;1;1X 2019 Dual SIM LTE EMEA 5008D;TCL 5008;Haptic touch feedback
10181;1;Redmi Note 7 Premium Edition Dual SIM TD-LTE CN 64GB M1901F7E / M1901F7C;Xiaomi Lavender;Haptic touch feedback
10182;1;FlexPai Developer Model Dual SIM TD-LTE CN 128GB RY1201D;;Haptic touch feedback , Foldable screen
10183;1;Redmi Note 7 Standard Edition Dual SIM TD-LTE CN 64GB M1901F7E / M1901F7C;Xiaomi Lavender;Haptic touch feedback
10184;1;FlexPai Developer Model Dual SIM TD-LTE CN 256GB RY1201D;;Haptic touch feedback , Foldable screen
10185;1;Redmi Note 7 Standard Edition Dual SIM TD-LTE CN 32GB M1901F7E / M1901F7C;Xiaomi Lavender;Haptic touch feedback
10186;1;Honor View 20 Global Dual SIM TD-LTE PCT-LX9 / PCT-L29;Huawei Princeton;Haptic touch feedback
10187;1;Pocophone Poco F1 Dual SIM TD-LTE 256GB M1805E10A;Xiaomi Beryllium;Haptic touch feedback
10188;1;Pocophone Poco F1 Armoured Edition Global Dual SIM TD-LTE 128GB M1805E10A;Xiaomi Beryllium;Haptic touch feedback
10189;1;ZenFone Max M2 Dual SIM TD-LTE IN 64GB ZB632KL;;Haptic touch feedback
10190;1;ZenFone Max M2 Dual SIM TD-LTE IN 32GB ZB632KL;;Haptic touch feedback
10191;1;Agora Xs LTE Dual SIM;;Haptic touch feedback
10192;1;Vivo Y93st Standard Edition Dual SIM TD-LTE CN V1818CT;BBK V1818C;Haptic touch feedback
10193;1;Vivo Y93st Standard Edition Dual SIM TD-LTE CN V1818CA;BBK V1818C;Haptic touch feedback
10194;1;Vivo Y93s Dual SIM TD-LTE CN V1818CT;BBK V1818C;Haptic touch feedback
10195;1;Vivo Y93s Dual SIM TD-LTE CN V1818CA;BBK V1818C;Haptic touch feedback
10196;1;Vivo Y81 Standard Edition Dual SIM TD-LTE CN 32GB V1732T / Y81s;BBK V1732;Haptic touch feedback
10197;1;Vivo Y81 Standard Edition Dual SIM TD-LTE CN 32GB V1732A / Y81s;BBK V1732;Haptic touch feedback
10198;1;Vivo Y81 Premium Edition Dual SIM TD-LTE CN 64GB V1732A / Y81s;BBK V1732;Haptic touch feedback
10199;1;ZenFone Max Pro M2 Dual SIM TD-LTE IN ID 64GB ZB630KL;;Haptic touch feedback
10200;1;N5 Dual SIM TD-LTE 64GB;;Haptic touch feedback
10201;1;ZenFone Max Pro M2 Dual SIM TD-LTE IN ID 32GB ZB630KL;;Haptic touch feedback
10202;1;4GX Smart LTE AU A112;;Haptic touch feedback
10203;1;Honor V20 Moschino Edition Dual SIM TD-LTE CN PCT-AL10;Huawei Princeton;Haptic touch feedback
10204;1;Honor V20 Standard Edition Dual SIM TD-LTE CN PCT-AL10 / View 20;Huawei Princeton;Haptic touch feedback
10205;1;Mi Play Standard Edition Dual SIM TD-LTE CN 64GB M1901F9T;Xiaomi Lotus;Haptic touch feedback
10206;1;Honor Changwan 8A Dual SIM TD-LTE CN 32GB JAT-TL00 / Honor Glory 8A;Huawei Jakarta;Haptic touch feedback
10207;1;Honor Changwan 8A Dual SIM TD-LTE CN 64GB JAT-AL00 / Honor Play 8A;Huawei Jakarta;Haptic touch feedback
10208;1;Honor Changwan 8A Dual SIM TD-LTE CN 32GB JAT-AL00 / Honor Play 8A;Huawei Jakarta;Haptic touch feedback
10209;1;Y9 2019 Dual SIM LTE-A LATAM JKM-LX3 / JKM-L23;Huawei Jackhammer;Haptic touch feedback
10210;1;LMX210HM K Series K9 2018 LTE LATAM 16GB;LG X210E;Haptic touch feedback
10211;1;LMX210HM K Series K9 2018 LTE LATAM 32GB / LMX210RM;LG X210E;Haptic touch feedback
10212;1;Y9 2019 Dual SIM TD-LTE APAC JKM-LX2 / JKM-L22;Huawei Jackhammer;Haptic touch feedback
10213;1;SM-J415GN/DS Galaxy J4+ 2018 Duos TD-LTE APAC 16GB;Samsung J415;Haptic touch feedback
10214;1;SM-J415G Galaxy J4+ 2018 TD-LTE LATAM 16GB;Samsung J415;Haptic touch feedback
10215;1;SM-J415G/DS Galaxy J4+ 2018 Duos TD-LTE LATAM 32GB;Samsung J415;Haptic touch feedback
10216;1;SM-J415G Galaxy J4+ 2018 TD-LTE LATAM 32GB;Samsung J415;Haptic touch feedback
10217;2;MediaPad T5 TD-LTE AGS2-L09 16GB;Huawei Agassi 2;Passive stylus
10218;1;GS160 LTE Dual SIM;;Haptic touch feedback
10219;1;SM-J415GN Galaxy J4+ 2018 TD-LTE APAC 16GB;Samsung J415;Haptic touch feedback
10220;1;SM-J415GN/DS Galaxy J4+ 2018 Duos TD-LTE APAC 32GB;Samsung J415;Haptic touch feedback
10221;1;SM-J415FN Galaxy J4+ 2018 TD-LTE EMEA 16GB;Samsung J415;Haptic touch feedback
10222;1;SM-J415F Galaxy J4+ 2018 TD-LTE EMEA 32GB;Samsung J415;Haptic touch feedback
10223;1;SM-J415FN Galaxy J4+ 2018 TD-LTE EMEA 32GB;Samsung J415;Haptic touch feedback
10224;1;SM-J415F/DS Galaxy J4+ 2018 Duos Global TD-LTE 32GB;Samsung J415;Haptic touch feedback
10225;1;SM-J415F/DS Galaxy J4+ 2018 Duos Global TD-LTE 16GB;Samsung J415;Haptic touch feedback
10226;1;Tetra LTE US 5041C;TCL 5041;Haptic touch feedback
10227;1;One Touch Pixi 4 5.0 Dual SIM LTE EMEA 5041D;TCL 5045;Haptic touch feedback
10228;1;SM-G887N Galaxy A9 Pro 2018 TD-LTE KR 128GB;Samsung G887;Haptic touch feedback
10229;1;Boost Zume 5 4GX LTE AU B112;;Haptic touch feedback
10230;1;Boost Reo TD-LTE AU 5033T;TCL U3A;Haptic touch feedback
10231;1;1 Dual SIM LTE LATAM 5033J;TCL U3A;Haptic touch feedback
10232;1;1 LTE LATAM 5033A;TCL U3A;Haptic touch feedback
10233;1;1 LTE EMEA 5033X;TCL U3A;Haptic touch feedback
10234;1;Nubia M3 Dual SIM TD-LTE 64GB NX611J;ZTE 611J;Haptic touch feedback
10235;1;U3 3G 4049T;;Haptic touch feedback
10236;1;Boost Jett 4GX LTE AU B125;;Haptic touch feedback
10237;1;SM-J410G/DS Galaxy J4 Core Duos TD-LTE LATAM;Samsung J410;Haptic touch feedback
10238;1;Essential Smart 4GX LTE AU A125;;Haptic touch feedback
10239;1;P Smart 2019 Dual SIM LTE-A EMEA 64GB POT-LX1 / POT-L21 / POT-LX1AF;Huawei Porto B;Haptic touch feedback
10240;1;LX LTE NA / TracFone LX;TCL A502DL;Haptic touch feedback
10241;1;SM-J410F/DS Galaxy J4 Core Duos TD-LTE Global;Samsung J410;Haptic touch feedback
10242;2;iPad Pro 12.9-inch 2018 3rd gen A1983 TD-LTE CN 1TB;Apple iPad 8,8;
10243;2;iPad Pro 12.9-inch 2018 3rd gen A1983 TD-LTE CN 512GB;Apple iPad 8,7;
10244;2;iPad Pro 12.9-inch 2018 3rd gen A1983 TD-LTE CN 256GB;Apple iPad 8,7;
10245;2;iPad Pro 12.9-inch 2018 3rd gen A1983 TD-LTE CN 64GB;Apple iPad 8,7;
10246;2;iPad Pro 12.9-inch 2018 3rd gen A1895 TD-LTE JP 64GB;Apple iPad 8,7;
10247;2;iPad Pro 12.9-inch 2018 3rd gen A1895 TD-LTE JP 256GB;Apple iPad 8,7;
10248;2;iPad Pro 12.9-inch 2018 3rd gen A1895 TD-LTE JP 512GB;Apple iPad 8,7;
10249;2;iPad Pro 12.9-inch 2018 3rd gen A2014 Global TD-LTE 1TB;Apple iPad 8,8;
10250;2;iPad Pro 12.9-inch 2018 3rd gen A2014 Global TD-LTE 64GB;Apple iPad 8,7;
10251;2;iPad Pro 12.9-inch 2018 3rd gen A2014 Global TD-LTE 256GB;Apple iPad 8,7;
10252;2;iPad Pro 12.9-inch 2018 3rd gen A1876 WiFi 1TB;Apple iPad 8,6;
10253;2;iPad Pro 12.9-inch 2018 3rd gen A1876 WiFi 512GB;Apple iPad 8,5;
10254;2;iPad Pro 12.9-inch 2018 3rd gen A1876 WiFi 256GB;Apple iPad 8,5;
10255;2;iPad Pro 11-inch 2018 1st gen A1979 TD-LTE CN 1TB;Apple iPad 8,4;
10256;2;iPad Pro 11-inch 2018 1st gen A1979 TD-LTE CN 512GB;Apple iPad 8,3;
10257;2;iPad Pro 11-inch 2018 1st gen A1979 TD-LTE CN 256GB;Apple iPad 8,3;
10258;2;iPad Pro 11-inch 2018 1st gen A1979 TD-LTE CN 64GB;Apple iPad 8,3;
10259;2;iPad Pro 11-inch 2018 1st gen A1934 TD-LTE JP 512GB;Apple iPad 8,3;
10260;2;iPad Pro 11-inch 2018 1st gen A1934 TD-LTE JP 256GB;Apple iPad 8,3;
10261;1;Y7 Pro 2019 Dual SIM TD-LTE APAC DUB-LX2 / DUB-L22;;Haptic touch feedback
10262;2;iPad Pro 11-inch 2018 1st gen A1934 TD-LTE JP 64GB;Apple iPad 8,3;
10263;2;iPad Pro 11-inch 2018 1st gen A1934 TD-LTE JP 1TB;Apple iPad 8,4;
10264;2;iPad Pro 11-inch 2018 1st gen A2013 Global TD-LTE 1TB;Apple iPad 8,4;
10265;1;R17 Dual SIM TD-LTE IN Version 2 CPH1879;BBK 1879;Haptic touch feedback
10266;1;P Smart 2019 Dual SIM LTE-A EMEA 32GB POT-LX1RUA;Huawei Porto A;Haptic touch feedback
10267;1;Vivo V9 Youth Edition Dual SIM TD-LTE RU 1727;BBK 1727;Haptic touch feedback
10268;1;Vivo V9 Youth Edition Dual SIM TD-LTE VN BD 1727;BBK 1727;Haptic touch feedback
10269;1;Vivo Y71 Dual SIM TD-LTE BD NP 1801 / Y71i;BBK V1731B;Haptic touch feedback
10270;1;Vivo Y71 Dual SIM TD-LTE VN 16GB 1724;BBK 1724;Haptic touch feedback
10271;1;Vivo Nex Dual Display Edition Dual SIM TD-LTE TW HK MY 128GB 1813;BBK V1821;Haptic touch feedback
10272;1;Vivo Y71 Dual SIM TD-LTE RU 16GB 1801;BBK 1731B;Haptic touch feedback
10273;1;Vivo Y85 Dual SIM TD-LTE RU 64GB 1726;BBK 1726;Haptic touch feedback
10274;1;Vivo Y85 Dual SIM TD-LTE TH 1726;BBK 1726;Haptic touch feedback
10275;1;GS185 LTE Dual SIM;;Haptic touch feedback
10276;1;Honor V20 Premium Edition Dual SIM TD-LTE CN PCT-AL10 / View 20;Huawei Princeton;Haptic touch feedback
10277;1;SM-G887F/DS Galaxy A9 Pro 2018 Duos Global TD-LTE 128GB;Samsung G887;Haptic touch feedback
10278;1;Vivo Y91i Dual SIM TD-LTE MY 1816;BBK 1816;Haptic touch feedback
10279;1;Vivo Y91i Dual SIM TD-LTE TH 1816;BBK 1816;Haptic touch feedback
10280;1;Vivo V11 Dual SIM TD-LTE MY VN BD 128GB 1806 / V11i;BBK V1813;Haptic touch feedback
10281;1;Vivo V11 Dual SIM TD-LTE IN ID 64GB 1806;BBK V1813;Haptic touch feedback
10282;1;Vivo V11 Pro Dual SIM TD-LTE ID 64GB 1804;BBK V1814;Haptic touch feedback
10283;1;Vivo V11 Dual SIM TD-LTE MY VN HK BD 128GB 1804 / V11 Pro;BBK V1814;Haptic touch feedback
10284;1;Vivo V11 Dual SIM TD-LTE SG 128GB 1804;BBK V1814;Haptic touch feedback
10285;1;Vivo V9 Pro Dual SIM TD-LTE IN 1851;BBK V1801A;Haptic touch feedback
10286;1;Vivo V9 Pro 6GB Dual SIM TD-LTE IN 1851;BBK V1801A;Haptic touch feedback
10287;1;Vivo Y71i Dual SIM TD-LTE IN 1801;BBK V1731B;Haptic touch feedback
10288;1;Vivo Y71 Dual SIM TD-LTE IN 32GB 1724;BBK 1724;Haptic touch feedback
10289;1;Vivo Y83 Pro Dual SIM TD-LTE IN 1803;BBK 1802;Haptic touch feedback
10290;1;Vivo Y81i Dual SIM TD-LTE IN PK TH ID / Y81;BBK 1812;Haptic touch feedback
10291;1;Vivo Y85 Dual SIM TD-LTE VN SG HK BD 1726;BBK 1726;Haptic touch feedback
10292;1;Vivo Y91 Dual SIM TD-LTE PH 1817;BBK 1817;Haptic touch feedback
10293;1;Vivo Y91i Dual SIM TD-LTE PH ID 1817;BBK 1817;Haptic touch feedback
10294;1;Vivo Y91 Dual SIM TD-LTE PK 1814;BBK 1814;Haptic touch feedback
10295;1;Vivo Y95 Dual SIM TD-LTE RU 1807;BBK 1807;Haptic touch feedback
10296;1;Vivo Y81 Dual SIM TD-LTE RU 1808;BBK 1808;Haptic touch feedback
10297;2;iPad Pro 12.9-inch 2017 2nd gen A1821 TD-LTE CN 512GB;Apple iPad 7,2;
10298;2;iPad Pro 12.9-inch 2017 2nd gen A1821 TD-LTE CN 64GB;Apple iPad 7,2;
10299;2;iPad Pro 10.5-inch 2017 2nd gen A1852 TD-LTE CN 256GB;Apple iPad 7,4;
10300;2;iPad Pro 10.5-inch 2017 2nd gen A1852 TD-LTE CN 64GB;Apple iPad 7,4;
10301;2;iPad Pro 11-inch 2018 1st gen A2013 Global TD-LTE 64GB;Apple iPad 8,3;
10302;1;Desire 12s Global Dual SIM TD-LTE 64GB;;Haptic touch feedback
10303;1;Desire 12s Global Dual SIM TD-LTE 32GB;;Haptic touch feedback
10304;1;Illumina LTE US 3310A / Legacy Go;Coolpad CP3310A;Haptic touch feedback
10305;1;Aquos Sense 2 TD-LTE JP SH-M08;;Haptic touch feedback
10306;2;MediaPad M5 Lite 10 WiFi BAH2-W19 64GB;Huawei Bach 2;Passive stylus
10307;1;Vivo Y93 Dual SIM TD-LTE IN 1815;BBK 1815;Haptic touch feedback
10308;1;SM-A920N Galaxy A9 2018 TD-LTE KR;Samsung A920;Haptic touch feedback
10309;1;Nova 4 Premium Edition 20MP Dual SIM TD-LTE CN VCE-AL00;Huawei Venice;Haptic touch feedback
10310;2;iPad Pro 11-inch 2018 1st gen A2013 Global TD-LTE 256GB;Apple iPad 8,3;
10311;2;P10 Dual SIM;;Haptic touch feedback
10312;1;Grand M3 Dual SIM LTE 8GB G0071WW;;Haptic touch feedback
10313;1;AQUOS R2 Compact TD-LTE JP 803SH;;Haptic touch feedback
10314;1;R15x Dual SIM TD-LTE CN PBCT10;BBK 1893;Haptic touch feedback
10315;1;R15x Dual SIM TD-LTE CN PBCM10;BBK 1893;Haptic touch feedback
10316;1;K1 Standard Edition Dual SIM TD-LTE CN PBCM30;BBK 1893;Haptic touch feedback
10317;1;Nova 4 Premium Edition 48MP Dual SIM TD-LTE CN VCE-AL00;Huawei Venice;Haptic touch feedback
10318;1;3.1 Dual SIM TD-LTE EMEA 32GB;HMD Essential 2;Haptic touch feedback
10319;1;3.1 TD-LTE EMEA 16GB;HMD Essential 2;Haptic touch feedback
10320;1;3.1 TD-LTE LATAM APAC 16GB;HMD Essential 2;Haptic touch feedback
10321;1;3.1 Dual SIM TD-LTE EMEA 16GB;HMD Essential 2;Haptic touch feedback
10322;1;3 TD-LTE LATAM;HMD Essential;Haptic touch feedback
10323;1;Nubia X Starry Night Collector Edition Dual SIM TD-LTE CN 512GB NX616J;ZTE 616J;Haptic touch feedback
10324;1;5.1 Plus 2018 TD-LTE LATAM;HMD Bravo;Haptic touch feedback
10325;1;5.1 Plus 2018 Dual SIM TD-LTE LATAM;HMD Bravo;Haptic touch feedback
10326;1;5.1 Plus 2018 Global Dual SIM TD-LTE 32GB;HMD Bravo;Haptic touch feedback
10327;1;5.1 Plus 2018 Dual SIM TD-LTE IN 32GB;HMD Bravo;Haptic touch feedback
10328;1;5.1 2018 Dual SIM TD-LTE IN 32GB;HMD CO2;Haptic touch feedback
10329;1;5.1 2018 TD-LTE APAC LATAM 16GB;HMD CO2;Haptic touch feedback
10330;1;5.1 2018 Dual SIM TD-LTE APAC LATAM 16GB;HMD CO2;Haptic touch feedback
10331;1;5.1 2018 TD-LTE EMEA 16GB;HMD CO2;Haptic touch feedback
10332;1;5.1 2018 Dual SIM TD-LTE EMEA 16GB;HMD CO2;Haptic touch feedback
10333;2;M20 Dual SIM TD-LTE;;Haptic touch feedback
10334;2;P10 2018 4G Dual SIM TD-LTE;;Haptic touch feedback
10335;1;Nova 3i Dual SIM TD-LTE CN INE-TL00 128GB;;Haptic touch feedback
10336;1;Nova 3i Dual SIM TD-LTE CN INE-AL00 128GB;;Haptic touch feedback
10337;1;P Smart+ LTE EMEA INE-LX1 128GB / Nova 3i;;Haptic touch feedback
10338;1;Mi Mix 3 Premium Edition Dual SIM TD-LTE CN 256GB M1810E5E / M1810E5C;Xiaomi Perseus;Haptic touch feedback
10339;1;C6 Dual SIM C031P 16GB;;Haptic touch feedback
10340;1;Mate 20 Pro Premium Edition Dual SIM TD-LTE CN 256GB LYA-TL00;Huawei Laya;Haptic touch feedback
10341;1;6T Standard Edition Dual SIM TD-LTE CN IN A6010 128GB;BBK Fajita;Haptic touch feedback
10342;1;6T Premium Edition Dual SIM TD-LTE CN IN A6010 256GB;BBK Fajita;Haptic touch feedback
10343;1;6T Standard Edition Dual SIM Global TD-LTE A6013 128GB;BBK Fajita;Haptic touch feedback
10344;1;6T Premium Edition Dual SIM Global TD-LTE A6013 256GB;BBK Fajita;Haptic touch feedback
10345;1;Vivo Nex Dual Display Edition Dual SIM TD-LTE CN 128GB V1821A;BBK V1821;Haptic touch feedback
10346;1;Vivo Nex Dual Display Edition Dual SIM TD-LTE CN 128GB V1821T;BBK V1821;Haptic touch feedback
10347;1;6T McLaren Edition Dual SIM Global TD-LTE A6013 256GB;BBK Fajita;Haptic touch feedback
10348;2;iPad Pro 11-inch 2018 1st gen A1980 WiFi 512GB;Apple iPad 8,1;
10349;1;Plus 2 3G Dual SIM;;Haptic touch feedback
10350;1;Plus 2 4G Dual SIM LTE;;Haptic touch feedback
10351;1;8.1 Standard Edition Global Dual SIM TD-LTE 64GB;HMD Phoenix;Haptic touch feedback
10352;1;SM-G8870 Galaxy A8s 2018 Standard Edition Duos TD-LTE CN 128GB;Samsung G887;Haptic touch feedback
10353;1;2.1 TD-LTE LATAM;HMD Dynamo;Haptic touch feedback
10354;1;DuraForce Pro 2 XLTE E6910;;Haptic touch feedback
10355;1;Vivo Y73 Standard Edition Dual SIM TD-LTE CN 32GB V1731CA;;Haptic touch feedback
10356;1;Vivo Y73 Standard Edition Dual SIM TD-LTE CN 64GB V1731CA;;Haptic touch feedback
10357;1;Vivo Y73 Premium Edition Dual SIM TD-LTE CN 64GB V1731CA;;Haptic touch feedback
10358;2;iPad Pro 11-inch 2018 1st gen A1980 WiFi 256GB;Apple iPad 8,1;
10359;1;2.1 Global TD-LTE;HMD Dynamo;Haptic touch feedback
10360;1;2.1 Global Dual SIM TD-LTE;HMD Dynamo;Haptic touch feedback
10361;1;2.1 Dual SIM TD-LTE LATAM;HMD Dynamo;Haptic touch feedback
10362;1;2 Dual SIM TD-LTE IN;HMD E1M;Haptic touch feedback
10363;1;2 TD-LTE LATAM;HMD E1M;Haptic touch feedback
10364;1;Xperia XZ3 Dual SIM TD-LTE EMEA H9436;Sony Akatsuki;Haptic touch feedback
10365;1;Grand M3 Dual SIM LTE 16GB G0071WW;;Haptic touch feedback
10366;1;C6 Dual SIM C031P 8GB;;Haptic touch feedback
10367;1;SM-A750F/DS Galaxy A7 2018 Duos Global TD-LTE 128GB;Samsung A750;Haptic touch feedback
10368;1;M3 Dual SIM TD-LTE CN 1831-A0 32GB;;Haptic touch feedback
10369;1;SM-A750FN/DS Galaxy A7 2018 Duos Global TD-LTE 64GB;Samsung A750;Haptic touch feedback
10370;1;SM-A920F Galaxy A9 2018 Global TD-LTE;Samsung A920;Haptic touch feedback
10371;1;Mate 20 Pro Global TD-LTE 128GB LYA-L09;Huawei Laya;Haptic touch feedback
10372;1;Palm Phone 2018 Global LTE PVG100E / PVG100EU;TCL Pepito;Haptic touch feedback
10373;1;Enjoy 9 Dual SIM TD-LTE CN DUB-AL00;;Haptic touch feedback
10374;1;LMV405EBW V40 ThinQ Global Dual SIM TD-LTE 128GB;LG Storm Plus;Haptic touch feedback , Tactile touch feedback
10375;1;VFD520 Smart E9 LTE AU;TCL U3A;Haptic touch feedback
10376;2;iPad Pro 11-inch 2018 1st gen A1980 WiFi 64GB;Apple iPad 8,1;
10377;1;Q710ULS Stylo 4 LTE US;LG Q710;Haptic touch feedback , Active stylus
