ModelID;CategoryID;Model;Codename;GeneralExtras
13140;1;L58VL Rebel 2 LTE / K Series K4 2017;;Haptic touch feedback
13141;1;L57BL Rebel 2 LTE / K Series K4 2017;;Haptic touch feedback
13142;1;L59BL Grace LTE-A;LG LV517;Haptic touch feedback
13143;1;Honor 9 Premium Edition Dual SIM TD-LTE STF-AL10 128GB;Huawei Stanford;Haptic touch feedback
13144;1;Honor 9 Standard Edition Dual SIM TD-LTE STF-AL00 64GB;Huawei Stanford;Haptic touch feedback
13145;1;Aqua Crystal+ Dual SIM TD-LTE;;Haptic touch feedback
13146;2;MediaPad M3 Lite 8.0 WiFi CPN-W09 32GB / CPN-W09B;Huawei Chopin;Haptic touch feedback
13147;1;SM-J730F/DS Galaxy J7 2017 Duos Global TD-LTE 16GB / Galaxy J7 Pro;Samsung J730;Haptic touch feedback
13148;1;SM-J530Y/DS Galaxy J5 Pro 2017 Duos TD-LTE;Samsung J530;Haptic touch feedback
13149;1;U5 Dual SIM LTE EMEA 8GB 5044D;TCL 5044;Haptic touch feedback
13150;1;Moto Z2 Play Dual SIM TD-LTE CN 64GB XT1710-11;Motorola Albus;Haptic touch feedback
13151;1;Aqua A4 Dual SIM TD-LTE;;Haptic touch feedback
13152;1;R11 Plus Dual SIM TD-LTE;;Haptic touch feedback
13153;1;Desire R7 Plus Dual SIM LTE;;Haptic touch feedback
13154;1;R11 Dual SIM TD-LTE CN R11;;Haptic touch feedback
13155;1;5 Dual SIM Global TD-LTE A5000 128GB;BBK CheeseBurger;Haptic touch feedback
13156;2;MediaPad M3 Lite 10 TD-LTE BAH-L01 64GB;Huawei Bach;Haptic touch feedback
13157;1;L83BL Stylo 3 LTE-A;LG PH3;Haptic touch feedback , Active stylus
13158;1;L84VL Stylo 3 LTE-A;LG PH3;Haptic touch feedback , Active stylus
13159;1;P10 Plus Standard Edition Dual SIM TD-LTE JP VKY-L29A 64GB;Huawei Vicky;Haptic touch feedback
13160;1;P10 Premium Edition Dual SIM TD-LTE JP 64GB VTR-L29B;Huawei Victoria;Haptic touch feedback
13161;2;ZenPad 10 TD-LTE Z301ML 64GB;;
13162;2;ZenPad 10 TD-LTE Z301MFL 32GB;;
13163;2;ZenPad 10 TD-LTE Z301MFL 16GB;;
13164;1;Yu Yureka Black TD-LTE Dual SIM;;Haptic touch feedback
13165;1;Y7 Prime 2017 Dual SIM TD-LTE CN TRT-TL00 32GB;Huawei Toronto;Haptic touch feedback
13166;1;Moto Z2 Play Dual SIM LTE IN 64GB XT1710-10;Motorola Albus;Haptic touch feedback
13167;1;Nubia Z17 Premium Edition Dual SIM TD-LTE NX563H 128GB;ZTE 563J;Haptic touch feedback
13168;2;iPad Pro 10.5-inch 2017 2nd gen A1701 WiFi 64GB;Apple iPad 7,3;
13169;1;Nubia Z17 Standard Edition Dual SIM TD-LTE NX563J 128GB;ZTE 563J;Haptic touch feedback
13170;1;Nubia Z17 Mini Dual SIM TD-LTE IN NX569J;ZTE 569J;Haptic touch feedback
13171;1;X230K K Series K4 2017 Dual SIM LTE APAC;;Haptic touch feedback
13172;1;X240K K Series K8 2017 Dual SIM LTE;LG PP2;Haptic touch feedback
13173;1;M250K K Series K10 2017 Dual SIM TD-LTE;LG MLV5N;Haptic touch feedback
13174;2;ZenPad 10 TD-LTE Z301ML 32GB;;
13175;1;Moto Z2 Play Dual SIM LTE BR 64GB XT1710-07;Motorola Albus;Haptic touch feedback
13176;1;Moto Z2 Play TD-LTE US 64GB XT1710-06;Motorola Albus;Haptic touch feedback
13177;2;iPad Pro 10.5-inch 2017 2nd gen A1709 Global TD-LTE 256GB;Apple iPad 7,4;
13178;2;ZenPad 10 TD-LTE Z301MFL 64GB;;
13179;2;ZenPad 10 TD-LTE Z301ML 16GB;;
13180;1;MP450 Stylo 3 Plus LTE-A;LG PH3;Haptic touch feedback , Active stylus
13181;1;SM-G9500 Galaxy S8 Duos Pirates of the Caribbean Edition TD-LTE;Samsung Dream;Haptic touch feedback
13182;1;X320K X Series X500 LTE-A;LG MLV7N;Haptic touch feedback
13183;2;iPad Pro 12.9-inch 2017 2nd gen A1670 WiFi 512GB;Apple iPad 7,1;
13184;1;Phone 360 N5S LTE Dual SIM;;Haptic touch feedback
13185;1;Tiger Lite 3G LTE Dual SIM;;Haptic touch feedback
13186;1;SM-G955FD Galaxy S8+ Duos TD-LTE 128GB;Samsung Dream 2;Haptic touch feedback
13187;1;F109L TD-LTE Dual SIM;;Haptic touch feedback
13188;2;MediaPad M3 Lite 10 WiFi BAH-W09 16GB;Huawei Bach;
13189;1;Elife S10B Dual SIM TD-LTE / S10BL;;Haptic touch feedback
13190;1;Vivo V5s Limited Edition Dual SIM LTE ID TH 1713;;Haptic touch feedback
13191;1;MP260 K Series K20 plus 2017 LTE-A;LG LV517;Haptic touch feedback
13192;2;MediaPad M3 Lite 10 TD-LTE BAH-L09 32GB;Huawei Bach;Haptic touch feedback
13193;2;MediaPad M3 Youth Edition 8.0 TD-LTE CPN-AL00B 64GB;Huawei Chopin;Haptic touch feedback
13194;1;M154 Risio 2 LTE;;Haptic touch feedback
13195;1;M430 Stylo 3 LTE-A;LG PH3;Haptic touch feedback , Active stylus
13196;1;K10000 Pro Dual SIM LTE;;Haptic touch feedback
13197;1;L63BL Fiesta LTE-A;LG MLV7N;Haptic touch feedback
13198;1;Redmi Note 4X Dual SIM TD-LTE CN MBT6A5;Xiaomi MarkW;Haptic touch feedback
13199;1;Hongmi 4X / Redmi 4X Premium Edition Dual SIM TD-LTE CN 32GB MAT136;Xiaomi Santoni;Haptic touch feedback
13200;1;Hongmi 4X / Redmi 4X Premium Edition Dual SIM TD-LTE CN 64GB MAE136;Xiaomi Santoni;Haptic touch feedback
13201;1;Mi 6 Dual SIM TD-LTE CN 64GB MCT1;Xiaomi Sagit;Haptic touch feedback
13202;1;Mi Max 2 Dual SIM TD-LTE CN IN 64GB MDE40;Xiaomi Oxygen;Haptic touch feedback
13203;1;Mi Max 2 Dual SIM TD-LTE CN 128GB MDT4;Xiaomi Oxygen;Haptic touch feedback
13204;1;Nova 2 Dual SIM TD-LTE CN PIC-AL00;Huawei Picasso;Haptic touch feedback
13205;1;Nova 2 Plus Dual SIM TD-LTE CN BAC-AL00;Huawei Barca;Haptic touch feedback
13206;1;SM-J330FN Galaxy J3 2017 TD-LTE;Samsung J330;Haptic touch feedback
13207;1;SM-J530FM/DS Galaxy J5 2017 Duos TD-LTE 32GB;Samsung J530;Haptic touch feedback
13208;1;SM-G9298 World Flagship 8 Dual SIM TD-LTE;;Haptic touch feedback
13209;1;Aura Power 4G Plus TD-LTE Dual SIM;;Haptic touch feedback
13210;2;MediaPad T3 10 2017 TD-LTE AGS-L09 16GB / Changwan Pad 2 9.6-inch;Huawei Agassi;
13211;1;Honor 9 Premium Edition Dual SIM TD-LTE STF-AL10 64GB;Huawei Stanford;Haptic touch feedback
13212;1;SM-G610F/DD Galaxy On Nxt Duos TD-LTE 64GB;Samsung G610;Haptic touch feedback
13213;1;K4000 Plus LTE Dual SIM;;Haptic touch feedback
13214;1;Nova 2 Plus Dual SIM TD-LTE CN BAC-TL00;Huawei Barca;Haptic touch feedback
13215;1;Nova 2 Dual SIM TD-LTE CN PIC-TL00;Huawei Picasso;Haptic touch feedback
13216;1;SM-G570F/DS Galaxy J5 Prime Duos TD-LTE 32GB;Samsung G570;Haptic touch feedback
13217;1;K100E K Series K3 LTE;;Haptic touch feedback
13218;1;X165g Bello II / X165;;Haptic touch feedback
13219;1;K130F K Series K4 Dual SIM LTE;;
13220;1;Nubia N1 Lite Dual SIM TD-LTE;;Haptic touch feedback
13221;1;BV0800 Blade V8 Dual SIM TD-LTE JP;;Haptic touch feedback
13222;1;K580dsF X Series X Cam Dual SIM LTE;LG K7N;Haptic touch feedback
13223;1;K220dsF X Series X Power Dual SIM LTE;LG X3;Haptic touch feedback
13224;1;K200dsF X Series X Style Dual SIM LTE;LG K6B;Haptic touch feedback
13225;1;Desire 626s 4G LTE LATAM 8GB;;Haptic touch feedback
13226;1;L64VL Fiesta LTE-A / X Power 2;LG MLV7N;Haptic touch feedback
13227;1;Nova Young 4G LTE MYA-L11 / Y6 2017;Huawei Maya;Haptic touch feedback
13228;1;8 Global Dual SIM TD-LTE;HMD NB1;Haptic touch feedback
13229;1;R11 Plus Dual SIM TD-LTE / R11 Plust / R11 Pluskt;;Haptic touch feedback
13230;1;Honor 6A Dual SIM TD-LTE CN DLI-TL20 32GB;Huawei Delhi;Haptic touch feedback
13231;1;Honor 6A Dual SIM TD-LTE CN DLI-AL10 16GB;Huawei Delhi;Haptic touch feedback
13232;2;MediaPad T3 8.0 2017 TD-LTE KOB-L09 16GB / Honor Changwan Pad 2;Huawei Kobe;
13233;1;SM-J727S Galaxy Wide 2;Samsung J727;Haptic touch feedback
13234;1;SM-G892A Galaxy S8 Active TD-LTE;;Haptic touch feedback
13235;1;Thor E Dual SIM LTE;;Haptic touch feedback
13236;1;SM-J730FM/DS Galaxy J7 2017 Duos Global TD-LTE 16GB;Samsung J730;Haptic touch feedback
13237;1;M701 X Series X Venture LTE-A;LG LV9N;Haptic touch feedback
13238;1;K240H X Series X Max 4G LTE;LG MK6M;Haptic touch feedback
13239;1;K240 X Series X Max Dual SIM LTE;LG MK6M;Haptic touch feedback
13240;1;K212 X Series X Power Xfinity Mobile LTE;LG X3;Haptic touch feedback
13241;1;H700 X Series X Venture LTE-A;LG LV9N;Haptic touch feedback
13242;1;M322 X Series X Charge Xfinity Mobile LTE-A / X Power 2;LG MLV7N;Haptic touch feedback
13243;1;Redmi Pro 2 Dual SIM TD-LTE 64GB;;Haptic touch feedback
13244;1;R11 Dual SIM TD-LTE CN R11t;;Haptic touch feedback
13245;1;Moto Z2 Play Dual SIM TD-LTE CN 64GB XT1710-08;Motorola Albus;Haptic touch feedback
13246;1;U11 TD-LTE 601HT;HTC Ocean;Haptic touch feedback
13247;1;Y3 2017 Dual SIM EMEA CRO-U00;Huawei Cario;Haptic touch feedback
13248;1;X320S X Series X500 LTE-A;LG MLV7N;Haptic touch feedback
13249;1;6 Dual SIM Global TD-LTE 32GB;HMD Plate;Haptic touch feedback
13250;1;Moto C Dual SIM TD-LTE EMEA XT1754;Motorola Watson;Haptic touch feedback
13251;1;Z999 Axon M LTE-A US;ZTE Multy;Haptic touch feedback
13252;2;iPad 9.7-inch 2017 5th gen A1823 TD-LTE CN 32GB;Apple iPad 6,12;
13253;1;HTC U11 TD-LTE;HTC Ocean;Haptic touch feedback
13254;1;M320 X Series X Power 2 Dual SIM LTE-A;LG MLV7N;Haptic touch feedback
13255;1;U11 WiMAX 2+ HTV33;HTC Ocean;Haptic touch feedback
13256;1;Y3 2017 TD-LTE EMEA CRO-L02;Huawei Cario;Haptic touch feedback
13257;1;M320TV K Series K10 Power Dual SIM LTE-A / X Power 2;LG MLV7N;Haptic touch feedback
13258;1;U11 TD-LTE NA 64GB U-3f;HTC Ocean;Haptic touch feedback
13259;1;U11 Dual SIM TD-LTE 128GB U-3u;HTC Ocean;Haptic touch feedback
13260;1;A77 Global Dual SIM TD-LTE / F1s 2017;;Haptic touch feedback
13261;1;Y3 2017 Global Dual SIM TD-LTE CRO-LX2 / CRO-L22;Huawei Cario;Haptic touch feedback
13262;1;SM-G955FD Galaxy S8+ Duos TD-LTE;Samsung Dream 2;Haptic touch feedback
13263;1;Gemini LTE Dual SIM;;Haptic touch feedback
13264;1;M250ds K Series K10 Novo 2017 Dual SIM LTE-A;LG MLV5N;Haptic touch feedback
13265;1;X230ds K Series K4 Novo 2017 Dual SIM LTE LATAM;;Haptic touch feedback
13266;1;ivvi K5 Dual SIM LTE;;Haptic touch feedback
13267;1;Q4260 Evok Power Dual SIM LTE;;Haptic touch feedback
13268;1;5 Global TD-LTE;HMD Heart;Haptic touch feedback
13269;1;G Play G735 LTE G735-L03;Huawei Cherry;Haptic touch feedback
13270;1;G Play G735 Dual SIM LTE G735-L23;Huawei Cherry;Haptic touch feedback
13271;1;Eco HSPA LUA-U03;Huawei Luna;Haptic touch feedback
13272;1;Eco Dual SIM LUA-U23 / Y3 II;Huawei Luna;Haptic touch feedback
13273;1;Y3 II TD-LTE LUA-L02;Huawei Luna;Haptic touch feedback
13274;1;Y3 II HSPA LUA-U02;Huawei Luna;Haptic touch feedback
13275;1;Honor Bee 2 Dual SIM TD-LTE LUA-L22 / Y3 II;Huawei Luna;Haptic touch feedback
13276;1;Y3 II Dual SIM LUA-U22;Huawei Luna;Haptic touch feedback
13277;1;Y3II 4G Dual SIM LTE LUA-L23 / Y3 2 DS LUA-L13;Huawei Luna;Haptic touch feedback
13278;1;Y5 2017 Dual SIM TD-LTE MYA-L23;Huawei Maya;Haptic touch feedback
13279;1;AQUOS ea LTE;;Haptic touch feedback
13280;1;Elife F100SD Dual SIM TD-LTE;;Haptic touch feedback
13281;1;G5 H820PR LTE-A;;Haptic touch feedback
13282;1;SM-G9550 Galaxy S8+ Duos TD-LTE 64GB;Samsung Dream 2;Haptic touch feedback
13283;1;5 Dual SIM TD-LTE LATAM;HMD Heart;Haptic touch feedback
13284;3;Wear24 Smart Watch QTAXU1;;
13285;1;Z983 Blade X Max LTE-A;;Haptic touch feedback
13286;1;H520g Magna LTE;LG C90;Haptic touch feedback
13287;1;M400MT K Series Stylus 3 LTE-A;LG PH3;Haptic touch feedback , Active stylus
13288;1;Elife S10 Dual SIM TD-LTE;;Haptic touch feedback
13289;1;X240H K Series K8 2017 LTE;LG PP2;Haptic touch feedback
13290;1;X320L X Series X500 LTE-A;LG MLV7N;Haptic touch feedback
13291;2;MediaPad T3 10 2017 TD-LTE AGS-L03 32GB;Huawei Agassi;
13292;1;Nubia Z17 Standard Edition Dual SIM TD-LTE NX563J 64GB;ZTE 563J;Haptic touch feedback
13293;1;EveryPhone HG Dual SIM LTE EP-171HG;;Haptic touch feedback
13294;2;MediaPad T3 10 2017 WiFi AGS-W09 16GB;Huawei Agassi;
13295;1;AS993 G6 ACG LTE-A;LG Diva;Haptic touch feedback
13296;1;X240 K Series K8 2017 Dual SIM LTE;LG PP2;Haptic touch feedback
13297;2;MediaPad T3 10 2017 TD-LTE AGS-L09 32GB / MediaPad T3K 10;Huawei Agassi;
13298;1;SM-G570M Galaxy J5 Prime 4G LTE;Samsung G570;Haptic touch feedback
13299;1;X240F K Series K8 2017 LTE / X240AR;LG PP2;Haptic touch feedback
13300;1;Elife S10C Dual SIM TD-LTE / S10CL;;Haptic touch feedback
13301;1;Y5 2017 TD-LTE MYA-L03;Huawei Maya;Haptic touch feedback
13302;1;EveryPhone ME Dual SIM LTE EP-171ME;;Haptic touch feedback
13303;1;Y3II 4G LTE LUA-L03;Huawei Luna;Haptic touch feedback
13304;1;X240dsF K Series K8 2017 Dual SIM LTE;LG PP2;Haptic touch feedback
13305;1;SM-N935K Galaxy Note FE TD-LTE / Galaxy Note 7R;Samsung Grace R;Haptic touch feedback , Active stylus
13306;1;M320F X Series X Power 2 LTE-A;LG MLV7N;Haptic touch feedback
13307;1;Axon 7s A2018 Dual SIM TD-LTE 256GB / Axon 8;;Haptic touch feedback
13308;3;W281 Watch Sport LTE;;
13309;1;R1 Plus Dual SIM LTE 32GB;;Haptic touch feedback
13310;1;EveryPhone AC Dual SIM LTE EP-171AC;;Haptic touch feedback
13311;1;X4 Soul Mini Dual SIM TD-LTE;;Haptic touch feedback
13312;1;M400Y K Series Stylus 3 TD-LTE;LG PH3;Haptic touch feedback , Active stylus
13313;1;EveryPhone EN Dual SIM LTE EP-171EN;;Haptic touch feedback
13314;1;M400F K Series Stylus 3 LTE-A / M400AR;LG PH3;Haptic touch feedback , Active stylus
13315;1;Vivo V5s Dual SIM TD-LTE IN PH 1713;;Haptic touch feedback
13316;1;au Qua Phone LGV33;;Haptic touch feedback
13317;1;M250Y K Series K10 2017 LTE;LG MLV5N;Haptic touch feedback
13318;1;Y3 II Dual SIM LTE LUA-L21;Huawei Luna;Haptic touch feedback
13319;1;K120F K Series K4 4G LTE;;Haptic touch feedback
13320;1;SM-J700M Galaxy J7 LTE;Samsung J700;Haptic touch feedback
13321;1;K220F X Series X Power 4G LTE;LG X3;Haptic touch feedback
13322;1;One Touch Idol 4 LTE-A JP;;Haptic touch feedback
13323;1;ZenFone 3 Zoom Dual SIM TD-LTE CN 32GB ZE553KL;;Haptic touch feedback
13324;1;ZenFone 3 Zoom Dual SIM TD-LTE IN ID 64GB ZE553KL;;Haptic touch feedback
13325;1;P9 Lite LTE-A VNS-L01;Huawei Venus;Haptic touch feedback
13326;1;M5 Dual SIM TD-LTE 32GB M611 / M611A;Meizu Meilan M5;Haptic touch feedback
13327;1;ZenFone 3 Zoom Dual SIM LTE US BR 64GB ZE553KL;;Haptic touch feedback
13328;1;SM-J327T Galaxy J3 Prime 2017 LTE / SM-J327T1;Samsung J327;Haptic touch feedback
13329;1;Z916BL ZMax Grand LTE;;Haptic touch feedback
13330;1;Z861BL ZFive L LTE;;Haptic touch feedback
13331;1;Z862VL ZFive L LTE;;Haptic touch feedback
13332;1;SM-A320Y Galaxy A3 2017 TD-LTE;;Haptic touch feedback
13333;1;P9 Energy Dual SIM TD-LTE;;Haptic touch feedback
13334;1;P6 Energy Mini Dual SIM TD-LTE;;Haptic touch feedback
13335;1;V2 Viper X+ Dual SIM TD-LTE;;Haptic touch feedback
13336;1;P10 Lite Dual SIM TD-LTE WAS-L22J;Huawei Warsaw;Haptic touch feedback
13337;1;P10 Lite Dual SIM TD-LTE WAS-LX2;Huawei Warsaw;Haptic touch feedback
13338;1;E2 Dual SIM TD-LTE 32GB M741A / M2E;Meizu Meilan E2;Haptic touch feedback
13339;1;Z986U Blade Max 3 LTE-A;;Haptic touch feedback
13340;1;P10 Lite Dual SIM LTE WAS-LX1;Huawei Warsaw;Haptic touch feedback
13341;1;Vivo Y53 Dual SIM TD-LTE CN;;Haptic touch feedback
13342;1;SM-J3119S Galaxy J3 Pro Duos TD-LTE 32GB;;Haptic touch feedback
13343;1;N9560 MAX XL TD-LTE;;Haptic touch feedback
13344;1;P10 Lite LTE-A WAS-L03T;Huawei Warsaw;Haptic touch feedback
13345;2;A30 Tablet 4G LTE 9024W;;Haptic touch feedback
13346;1;M6S Plus TD-LTE 256GB;;Haptic touch feedback
13347;1;SM-N935S Galaxy Note FE TD-LTE / SM-N935N;Samsung Grace R;Haptic touch feedback , Active stylus
13348;1;Nova Lite+ Dual SIM LTE EU TRT-L21 / Y7 2017 TRT-LX1;Huawei Toronto;Haptic touch feedback
13349;1;P10 Lite Dual SIM LTE WAS-LX3;Huawei Warsaw;Haptic touch feedback
13350;1;50 Graphite Dual SIM LTE;;Haptic touch feedback
13351;1;C30 Rock Dual SIM TD-LTE;;Haptic touch feedback
13352;1;Eluga Pulse X Dual SIM TD-LTE;;Haptic touch feedback
13353;1;AQUOS R WiMAX 2+ SHV39;Sharp Polnareff;Haptic touch feedback
13354;1;SM-J327AZ Galaxy Amp Prime 2 LTE US;Samsung J327;Haptic touch feedback
13355;1;SM-J320AZ Galaxy Amp Prime LTE;Samsung J320;Haptic touch feedback
13356;1;55 Graphite Dual SIM LTE;;Haptic touch feedback
13357;1;Moto C Plus Dual SIM TD-LTE EMEA XT1723;Motorola Namath;Haptic touch feedback
13358;2;MediaPad T3 7.0 2017 WiFi 16GB BG2-W09;;
13359;2;MediaPad T3 7.0 2017 WiFi 8GB BG2-W09;;
13360;2;MediaPad T3 8.0 2017 WiFi KOB-W09 16GB / KOB-W09C / KOB-W09CHN;Huawei Kobe;
13361;1;Armor LTE Dual SIM;;Haptic touch feedback
13362;1;Mi 6 Dual SIM TD-LTE CN 64GB MCE16;Xiaomi Sagit;Haptic touch feedback
13363;1;Axon 7s A2018 Dual SIM TD-LTE 128GB;;Haptic touch feedback
13364;1;SM-J327R4 Galaxy J3 Emerge 4G LTE;Samsung J327;Haptic touch feedback
13365;1;Mi6 Ceramic Gold Edition Dual SIM TD-LTE CN MCE16;Xiaomi Sagit;Haptic touch feedback
13366;1;P88 Dual SIM TD-LTE;;Haptic touch feedback
13367;1;BV0850 Blade V8 Mini Dual SIM TD-LTE CN 32GB;;Haptic touch feedback
13368;1;Eluga Pure TD-LTE EB-90S55EPE;;Haptic touch feedback
13369;1;F3 Plus Black Edition Dual SIM TD-LTE CPH1613;;Haptic touch feedback
13370;1;4 Dual SIM LTE;;Haptic touch feedback
13371;1;SM-C5018 Galaxy C5 Pro Duos TD-LTE 128GB;;Haptic touch feedback
13372;1;F552 Dual SIM;;Haptic touch feedback
13373;1;T452;;Haptic touch feedback
13374;1;SM-J327V Galaxy J3 V 2017 XLTE / SM-J327VPP Galaxy J3 Eclipse;Samsung J327;Haptic touch feedback
13375;1;S626L Dual SIM TD-LTE;;Haptic touch feedback
13376;1;SM-G950N Galaxy S8 TD-LTE;Samsung Dream 2;Haptic touch feedback
13377;1;SM-C9008 Galaxy C9 Pro 4G+ Duos TD-LTE 64GB;;Haptic touch feedback
13378;1;U11 Dual SIM TD-LTE 64GB U-3u;HTC Ocean;Haptic touch feedback
13379;1;SM-C7018 Galaxy C7 Pro Duos TD-LTE 128GB;;Haptic touch feedback
13380;1;M257 Harmony LTE-A;LG LV517;Haptic touch feedback
13381;1;Xperia XZ Premium TD-LTE SO-04J / PF11;Sony Maple SS;Haptic touch feedback
13382;1;SM-G950J Galaxy S8 WiMAX 2+ SCV36;Samsung Dream;Haptic touch feedback
13383;1;SM-G390Y Galaxy Xcover 4 2017 TD-LTE;;Haptic touch feedback
13384;1;Xenium X588 Global Dual SIM TD-LTE;;Haptic touch feedback
13385;1;Enjoy 7 Plus Dual SIM TD-LTE CN TRT-AL00 32GB;Huawei Toronto;Haptic touch feedback
13386;1;SM-G955J Galaxy S8+ WiMAX 2+ SCV35;Samsung Dream 2;Haptic touch feedback
13387;1;Le Pro 3 AI Edition Dual SIM TD-LTE CN 64GB;;Haptic touch feedback
13388;1;T8 MP1602 TD-LTE;;Haptic touch feedback
13389;1;X656 Le Pro 3 AI Edition Dual SIM TD-LTE CN 32GB / X658 / X659;;Haptic touch feedback
13390;2;ARROWS Tab V567/P;;
13391;1;M6S Plus TD-LTE 64GB;;Haptic touch feedback
13392;1;GN9012L Elife S6 Pro Dual SIM TD-LTE IN;;Haptic touch feedback
13393;1;Honor 6C Dual SIM LTE DIG-L21HN / GR3 2017;Huawei Diego;Haptic touch feedback
13394;1;X850 Le Max 3 Dual SIM TD-LTE CN 64GB;;Haptic touch feedback
13395;1;Xperia XZs TD-LTE 602SO;Sony Keyaki SS;Haptic touch feedback
13396;1;Enjoy 7 Plus Dual SIM TD-LTE CN TRT-AL00A 64GB;Huawei Toronto;Haptic touch feedback
13397;1;SM-J727A Galaxy J7 Sky Pro LTE-A;Samsung J727;Haptic touch feedback
13398;1;Xperia XZs TD-LTE SO-03J;Sony Keyaki SS;Haptic touch feedback
13399;1;Nubia Z17 Mini Standard Edition Dual SIM TD-LTE NX569J;ZTE 569;Haptic touch feedback
13400;1;SM-G955D Galaxy S8+ TD-LTE SC-03J / SGH-N206;Samsung Dream 2;Haptic touch feedback
13401;1;Nubia Z17 Mini Premium Edition Dual SIM TD-LTE NX569H;ZTE 569;Haptic touch feedback
13402;1;Mi 6 Dual SIM TD-LTE CN 128GB MCE16;Xiaomi Sagit;Haptic touch feedback
13403;1;SM-G390W Galaxy Xcover 4 2017 LTE CA;;Haptic touch feedback
13404;1;N9136 Prestige 2 TD-LTE;;Haptic touch feedback
13405;1;SM-J727R4 Galaxy J7 2017 LTE-A;Samsung J727;Haptic touch feedback
13406;2;Mi Pad 3 7.9 WiFi;Xiaomi Cappu;
13407;1;SM-G950D Galaxy S8 TD-LTE SC-02J / SGH-N171;Samsung Dream;Haptic touch feedback
13408;1;H870S G6 LTE-A;LG Diva;Haptic touch feedback
13409;1;SM-N935F Galaxy Note FE TD-LTE / Galaxy Note 7 Fan Edition;Samsung Grace R;Haptic touch feedback , Active stylus
13410;1;H873 G6 LTE-A;LG Diva;Haptic touch feedback
13411;2;SM-W627 Galaxy Book 10.6-inch LTE-A 64GB;Samsung W620;Active stylus
13412;2;SM-W720 Galaxy Book 12-inch WiFi 128GB;Samsung W720;Active stylus
13413;1;H870DS G6 Dual SIM TD-LTE 64GB;LG Diva;Haptic touch feedback
13414;2;iPad 9.7-inch 2017 5th gen A1823 TD-LTE CN 128GB;Apple iPad 6,12;
13415;1;Y5 2017 TD-LTE MYA-L02;Huawei Maya;Haptic touch feedback
13416;1;SM-G9550 Galaxy S8+ Duos TD-LTE 128GB;Samsung Dream 2;Haptic touch feedback
13417;1;Flash 2017 Dual SIM TD-LTE EMEA;TCL FL03;Haptic touch feedback
13418;1;Y5 2017 Dual SIM TD-LTE MYA-L22;Huawei Maya;Haptic touch feedback
13419;1;Eluga Ray Max Dual SIM TD-LTE 32GB;;Haptic touch feedback
13420;1;TP450 Stylo 3 Plus LTE-A / M470 / M470F;LG PH3;Haptic touch feedback , Active stylus
13421;3;Q Explorist Gen 3 Smartwatch FTW4000P / FTW4001P / FTW4002P / FTW4003P / FTW4004;;
13422;3;Q Venture Gen 3 Smartwatch FTW6000P / FTW6003P / FTW6005P / FTW6008P;;
13423;1;SM-G955N Galaxy S8+ TD-LTE 128GB;Samsung Dream 2;Haptic touch feedback
13424;1;SM-G9508 Galaxy S8 Duos 4G+ TD-LTE CN;Samsung Dream;Haptic touch feedback
13425;1;SM-G955W Galaxy S8+ TD-LTE / SM-G955W8;Samsung Dream 2;Haptic touch feedback
13426;1;iPhone SE A1723 TD-LTE 128GB;Apple iPhone 8,4;Haptic touch feedback
13427;1;iPhone SE A1723 TD-LTE 32GB;Apple iPhone 8,4;Haptic touch feedback
13428;1;iPhone SE A1724 TD-LTE 128GB;Apple iPhone 8,4;Haptic touch feedback
13429;1;iPhone SE A1724 TD-LTE 32GB;Apple iPhone 8,4;Haptic touch feedback
13430;1;Redmi 4A Dual SIM TD-LTE IN 2016116;Xiaomi Rolex;Haptic touch feedback
13431;1;K220AR X Series X Power 4G LTE;LG X3;Haptic touch feedback
13432;1;X4 Soul Style Dual SIM TD-LTE;;Haptic touch feedback
13433;1;Honor 6C 4G LTE DIG-L01 / Nova Smart;Huawei Diego;Haptic touch feedback
13434;1;SM-G950U Galaxy S8 TD-LTE;Samsung Dream;Haptic touch feedback
13435;1;SM-G950W Galaxy S8 TD-LTE / SM-G950W8;Samsung Dream;Haptic touch feedback
13436;1;SM-G9558 Galaxy S8+ TD-LTE 128GB;Samsung Dream 2;Haptic touch feedback
13437;1;SM-G160N Galaxy Folder 2 LTE 32GB / SM-G160N0;Samsung G160;Haptic touch feedback
13438;1;A1 Plus Dual SIM TD-LTE;;Haptic touch feedback
13439;1;SM-G9500 Galaxy S8 Duos TD-LTE;Samsung Dream;Haptic touch feedback
13440;1;SM-G955U1 Galaxy S8+ LTE-A;Samsung Dream 2;Haptic touch feedback
13441;1;SM-G955U Galaxy S8+ TD-LTE;Samsung Dream 2;Haptic touch feedback
13442;1;Honor 8 Pro Dual SIM TD-LTE 64GB DUK-L09;Huawei Duke;Haptic touch feedback
13443;1;SM-G950U1 Galaxy S8 LTE-A;Samsung Dream;Haptic touch feedback
13444;1;ZenFone Live Dual SIM 4G LTE EU ZB501KL 32GB;;Haptic touch feedback
13445;1;Nubia M2 Lite Dual SIM TD-LTE 64GB NX573J;ZTE 573J;Haptic touch feedback
13446;1;Nubia M2 Dual SIM TD-LTE 128GB NX551J;ZTE 551J;Haptic touch feedback
13447;2;SM-W728 Galaxy Book 12-inch LTE-A 256GB / Galaxy TabPro S2;Samsung W720;Active stylus
13448;1;Nubia M2 Dual SIM TD-LTE 64GB NX551J;ZTE 551J;Haptic touch feedback
