DeviceID,BrandID,ModelID,DisplayID,CameraID,ConnectivityID,OSID,PhysicalSpecID,ReleasedYear,ReleasedAnnounced
10001,108,10102,1663,10309,180,189,3323,2018,2018-08-09
10002,108,10103,2140,10028,212,291,5476,2018,2018-07-22
10003,108,10104,2140,10029,212,291,5475,2018,2018-07-01
10004,5,10105,1056,10040,357,35,5477,2018,2018-08-09
10005,5,10106,2201,10040,357,35,5478,2018,2018-08-09
10006,32,10107,2202,10028,314,278,5479,2017,2017-07-01
10007,31,10108,1646,10051,212,193,5480,2018,2018-12-03
10008,31,10109,1646,10051,212,193,5409,2018,2018-12-03
10009,31,10110,1646,10051,212,193,5409,2019,2018-12-31
10010,108,10111,2140,10029,212,291,5481,2018,2018-07-01
10011,108,10112,2200,10954,126,314,5482,2018,2018-06-02
10012,108,10113,2135,10334,154,185,5483,2018,2018-07-01
10013,108,10114,1946,10027,193,194,5484,2018,2018-07-01
10014,108,10115,2140,10963,212,252,5485,2018,2018-07-01
10015,32,10116,2125,10795,258,252,5486,2017,2017-07-01
10016,108,10117,2140,10079,212,252,5487,2018,2018-07-01
10017,5,10118,2203,10439,212,250,5488,2018,2018-09-18
10018,5,10119,2203,10439,212,250,5489,2018,2018-09-18
10019,5,10120,2203,10439,212,250,5488,2018,2018-09-18
10020,41,10121,1730,10717,115,236,4194,2019,2019-02-24
10021,5,10122,2203,10439,212,250,5489,2018,2018-09-18
10022,5,10123,2203,10439,212,250,5488,2018,2018-09-18
10023,32,10124,2125,10795,258,252,5490,2017,2017-07-01
10024,31,10125,1858,10950,154,199,5444,2018,2018-12-17
10025,180,10126,2204,10964,358,315,5491,2017,2017-08-22
10026,13,10127,2205,10308,212,193,5492,2019,2019-01-28
10027,13,10128,2205,10308,212,193,5493,2019,2019-01-28
10028,5,10129,1538,10558,116,194,3398,2019,2019-01-28
10029,5,10130,1685,10558,212,194,5494,2019,2019-01-28
10030,22,10131,1663,10058,258,307,5398,2019,2019-01-03
10031,31,10132,1855,10051,180,199,5495,2019,2019-01-29
10032,32,10133,1511,10028,258,278,5496,2018,2018-04-10
10033,31,10134,1855,10051,180,199,5370,2019,2019-07-01
10034,22,10135,1538,10946,116,158,5170,2019,2019-01-24
10035,45,10136,2206,10425,212,313,5497,2019,2019-01-24
10036,31,10137,1858,10116,126,199,5498,2018,2018-12-26
10037,179,10138,1534,10965,307,152,5499,2018,2018-01-05
10038,49,10139,1990,10966,359,158,5500,2019,2019-01-23
10039,21,10140,2207,10967,116,193,5501,2019,2019-01-20
10040,108,10141,2208,10921,126,316,5502,2018,2018-10-03
10041,108,10142,2208,10921,126,316,5502,2018,2018-10-03
10042,31,10143,1858,10116,126,199,5503,2019,2019-01-22
10043,108,10144,2208,10921,126,233,5504,2019,2019-07-01
10044,108,10145,2208,10921,126,316,5502,2018,2018-10-04
10045,108,10146,2135,10333,193,185,5505,2018,2018-12-25
10046,21,10147,2207,10967,116,193,5506,2019,2019-01-20
10047,133,10148,2209,10968,360,235,5507,2019,2018-12-06
10048,95,10149,1959,10121,361,156,5508,2018,2018-02-05
10049,26,10150,2210,10816,156,207,5509,2019,2019-01-21
10050,181,10151,2211,10040,362,317,5510,2019,2019-01-10
10051,181,10152,2211,10040,362,317,5511,2019,2019-01-10
10052,26,10153,1886,10814,320,318,5512,2013,2013-07-01
10053,26,10154,2212,10443,320,318,5513,2013,2013-07-01
10054,26,10155,2091,10058,251,319,5514,2015,2015-07-01
10055,50,10156,2111,10969,116,158,5515,2018,2018-12-03
10056,50,10157,2111,10969,116,158,5516,2018,2018-12-08
10057,50,10158,2213,10970,274,158,5517,2019,2019-01-09
10058,95,10159,1406,10795,256,193,5518,2019,2019-01-19
10059,182,10160,1511,10365,251,240,5519,2016,2016-07-01
10060,50,10161,2111,10969,116,158,5520,2018,2018-12-09
10061,26,10162,2091,10058,249,320,5514,2015,2015-07-01
10062,26,10163,1959,10028,276,256,5521,2017,2017-12-18
10063,26,10164,1959,10028,276,256,5522,2017,2017-12-18
10064,26,10165,1959,10028,276,256,5523,2017,2017-12-18
10065,26,10166,1959,10028,276,256,5521,2017,2017-12-18
10066,122,10167,2214,10030,363,152,5524,2018,2018-06-02
10067,26,10168,1959,10028,276,256,5522,2017,2017-12-18
10068,122,10169,2215,10652,363,152,5525,2017,2017-10-20
10069,26,10170,1886,10934,276,149,5526,2016,2016-10-24
10070,26,10171,2206,10934,212,156,5527,2017,2017-07-01
10071,26,10172,2206,10934,212,156,5527,2017,2017-07-01
10072,26,10173,2206,10934,314,240,5528,2017,2016-12-16
10073,50,10174,2213,10970,274,158,5529,2019,2019-01-09
10074,73,10175,1930,10209,258,264,5530,2018,2018-02-10
10075,73,10176,1305,10209,314,196,5531,2018,2018-02-10
10076,50,10177,2213,10970,115,194,5517,2018,2018-11-02
10077,73,10178,1700,10962,258,278,5532,2018,2018-11-10
10078,50,10179,2213,10970,274,158,5533,2019,2019-01-09
10079,73,10180,2106,10758,258,235,5534,2018,2018-10-25
10080,31,10181,1799,10111,212,207,5367,2018,2018-10-09
10081,122,10182,2216,10971,307,152,5535,2018,2018-08-28
10082,122,10183,2216,10972,364,152,5536,2017,2017-08-23
10083,107,10184,1393,10532,342,154,5537,2019,2019-01-08
10084,108,10185,1995,10119,330,207,5216,2019,2019-01-06
10085,108,10186,1995,10119,330,207,5216,2019,2019-01-06
10086,108,10187,1995,10119,330,207,5216,2019,2019-01-06
10087,107,10188,1883,10962,180,250,5469,2019,2019-01-08
10088,22,10189,1538,10230,116,158,5538,2019,2019-01-10
10089,183,10190,2217,10973,115,158,5539,2018,2018-10-31
10090,22,10191,1538,10230,116,158,5170,2019,2019-01-10
10091,183,10192,2217,10974,115,158,5540,2018,2018-10-31
10092,22,10193,1538,10230,116,158,5169,2019,2019-01-10
10093,31,10194,1858,10116,126,199,5498,2019,2019-01-22
10094,21,10195,2218,10975,116,207,5541,2018,2018-08-22
10095,21,10196,2218,10975,116,207,5542,2018,2018-12-24
10096,11,10197,1646,10895,222,194,5543,2018,2018-12-11
10097,11,10198,1646,10895,222,194,5544,2018,2018-12-11
10098,184,10199,2219,10726,317,193,5545,2018,2018-11-28
10099,26,10200,1955,10028,180,207,5546,2018,2018-12-10
10100,26,10201,1955,10028,180,207,5546,2018,2018-12-10
10101,26,10202,1955,10028,180,207,5547,2018,2018-12-10
10102,26,10203,1955,10028,180,207,5547,2018,2018-12-10
10103,26,10204,1827,10333,209,194,5548,2018,2018-08-19
10104,26,10205,1827,10333,209,194,5548,2018,2018-08-19
10105,26,10206,1827,10333,209,194,5549,2018,2018-08-19
10106,11,10207,1788,10896,264,194,5105,2018,2018-12-11
10107,185,10208,2220,10773,365,211,5550,2018,2018-12-17
10108,11,10209,1788,10896,264,194,5551,2018,2018-12-11
10109,127,10210,2221,10165,249,279,5552,2017,2017-07-01
10110,31,10211,1858,10116,126,199,5503,2019,2018-12-26
10111,31,10212,1858,10116,126,199,5498,2018,2018-12-26
10112,22,10213,2175,10976,156,194,5553,2018,2018-12-25
10113,31,10214,2044,10051,212,193,5080,2019,2019-01-04
10114,31,10215,2222,10051,212,193,4777,2019,2019-01-04
10115,31,10216,2222,10051,212,193,5080,2019,2019-01-04
10116,31,10217,1804,10051,180,207,5554,2018,2018-10-05
10117,108,10218,1663,10309,180,189,3323,2018,2018-08-09
10118,108,10219,1663,10309,180,189,5555,2018,2018-08-09
10119,31,10220,1804,10051,180,207,5369,2019,2018-10-05
10120,5,10221,2203,10439,222,250,5556,2018,2018-09-18
10121,5,10222,2203,10439,212,250,5556,2018,2018-09-18
10122,5,10223,2203,10439,212,250,5557,2018,2018-09-18
10123,5,10224,2203,10439,212,250,5557,2018,2018-09-18
10124,31,10225,2095,10871,180,219,5558,2018,2018-07-05
10125,32,10226,1511,10977,253,279,5559,2017,2017-05-10
10126,5,10227,2203,10439,222,250,5556,2018,2018-09-18
10127,5,10228,2203,10439,222,250,5557,2018,2018-09-18
10128,5,10229,2203,10439,222,250,5556,2018,2018-09-18
10129,5,10230,2203,10439,212,250,5557,2018,2018-09-18
10130,5,10231,2203,10439,222,250,5557,2018,2018-09-18
10131,5,10232,2203,10439,212,250,5557,2018,2018-09-18
10132,5,10233,2203,10439,212,250,5556,2018,2018-09-18
10133,107,10234,1784,10345,252,211,5560,2018,2018-09-10
10134,107,10235,1784,10345,249,279,5561,2017,2017-07-01
10135,5,10236,2223,10978,116,194,5562,2019,2019-01-25
10136,41,10237,2221,10165,249,279,5552,2017,2017-07-01
10137,65,10238,1616,10528,180,154,3187,2018,2018-08-20
10138,107,10239,1616,10528,180,154,3187,2018,2018-06-04
10139,107,10240,1616,10528,180,154,3187,2018,2018-06-02
10140,107,10241,1616,10528,180,154,3187,2018,2018-06-04
10141,41,10242,2224,10979,116,194,5563,2019,2019-01-02
10142,107,10243,2225,10165,249,279,5564,2017,2017-07-01
10143,41,10244,2226,10165,314,154,5565,2018,2018-12-31
10144,5,10245,1684,10297,212,192,3396,2018,2018-11-08
10145,127,10246,2226,10165,314,154,5565,2018,2018-12-31
10146,31,10247,1855,10051,305,199,5370,2019,2018-12-07
10147,107,10248,1941,10425,258,192,5566,2018,2018-10-03
10148,5,10249,1684,10297,212,192,3396,2018,2018-11-08
10149,2,10250,1424,10637,240,321,5567,2018,2018-10-09
10150,2,10251,1424,10637,240,321,5568,2018,2018-10-03
10151,2,10252,1424,10637,240,321,5569,2018,2018-10-02
10152,2,10253,1424,10637,240,321,5570,2018,2018-10-08
10153,2,10254,1424,10637,241,321,5570,2018,2018-10-02
10154,2,10255,1424,10637,241,321,5569,2018,2018-10-07
10155,2,10256,1424,10637,241,321,5568,2018,2018-10-03
10156,2,10257,1424,10637,241,321,5567,2018,2018-10-08
10157,2,10258,1424,10637,241,321,5570,2018,2018-10-06
10158,2,10259,1424,10637,241,321,5569,2018,2018-10-06
10159,2,10260,1424,10637,239,321,5571,2018,2018-10-06
10160,2,10261,1424,10637,239,321,5572,2018,2018-10-03
10161,2,10262,1424,10637,239,321,5573,2018,2018-10-07
10162,2,10263,2227,10637,240,321,5574,2018,2018-10-08
10163,2,10264,2227,10637,240,321,5575,2018,2018-10-05
10164,2,10265,2227,10637,240,321,5576,2018,2018-10-09
10165,2,10266,2227,10637,240,321,5577,2018,2018-10-04
10166,2,10267,2227,10637,241,321,5575,2018,2018-10-07
10167,2,10268,2227,10637,241,321,5576,2018,2018-10-08
10168,31,10269,1646,10051,212,193,5409,2019,2018-12-31
10169,2,10270,2227,10637,241,321,5577,2018,2018-10-05
10170,2,10271,2227,10637,241,321,5574,2018,2018-10-07
10171,2,10272,2227,10637,241,321,5574,2018,2018-10-07
10172,13,10273,2190,10980,116,194,5578,2018,2018-12-17
10173,31,10274,1855,10051,180,199,5495,2019,2018-12-08
10174,26,10275,1888,10816,212,250,5579,2018,2018-04-22
10175,26,10276,1888,10816,212,250,5579,2018,2018-04-22
10176,26,10277,1783,10768,212,193,5580,2018,2018-07-01
10177,26,10278,1783,10333,212,193,5581,2018,2018-03-18
10178,94,10279,1767,10864,115,199,5582,2019,2018-12-27
10179,26,10280,1783,10768,212,193,5581,2018,2018-03-18
10180,26,10281,1827,10028,212,194,5583,2018,2018-07-01
10181,26,10282,1827,10028,212,194,5584,2018,2018-07-01
10182,32,10283,1883,10962,180,278,5585,2018,2018-07-04
10183,31,10284,1858,10116,126,199,5586,2018,2018-12-26
10184,5,10285,2223,10978,116,194,5562,2019,2019-07-01
10185,26,10286,1827,10333,156,194,5587,2018,2018-12-21
10186,26,10287,1827,10333,156,194,5587,2018,2018-12-21
10187,26,10288,1888,10816,212,194,5588,2018,2018-11-17
10188,26,10289,1888,10816,180,207,5589,2018,2018-09-05
10189,26,10290,2228,10981,156,207,5590,2018,2018-09-05
10190,26,10291,2228,10981,209,194,5591,2018,2018-09-05
10191,26,10292,2228,10981,156,194,5591,2018,2018-09-05
10192,26,10293,1888,10038,212,250,5592,2018,2018-09-01
10193,26,10294,1888,10038,212,250,5593,2018,2018-09-01
10194,26,10295,1783,10768,212,193,5580,2018,2018-07-01
10195,26,10296,1783,10333,212,193,5594,2018,2018-03-18
10196,26,10297,1827,10333,209,194,5595,2018,2018-05-03
10197,26,10298,1827,10333,209,194,5596,2018,2018-10-16
10198,26,10299,1827,10028,212,194,5584,2018,2018-07-01
10199,26,10300,1955,10028,180,207,5315,2018,2018-11-20
10200,26,10301,1955,10028,180,207,5597,2018,2018-11-20
10201,26,10302,1827,10333,156,194,5598,2018,2018-12-21
10202,26,10303,1955,10028,222,207,5433,2018,2018-11-26
10203,26,10304,1827,10333,209,194,5548,2018,2018-06-22
10204,2,10305,2229,10982,366,322,5599,2017,2017-06-06
10205,2,10306,2229,10982,366,322,5600,2017,2017-06-06
10206,2,10307,2230,10983,366,322,5601,2017,2017-06-06
10207,2,10308,2230,10983,366,322,5602,2017,2017-06-06
10208,2,10309,2227,10637,241,321,5577,2018,2018-10-01
10209,156,10310,2073,10209,222,278,4901,2018,2018-12-17
10210,156,10311,2073,10209,222,278,5603,2018,2018-12-17
10211,168,10312,2231,10165,367,154,5604,2018,2018-11-05
10212,30,10313,2232,10332,283,72,5605,2018,2018-12-20
10213,31,10314,2095,10071,322,219,5606,2018,2018-07-05
10214,26,10315,1827,10333,156,194,5607,2018,2018-12-21
10215,5,10316,2233,10984,126,323,5608,2018,2018-12-20
10216,31,10317,1858,10950,154,199,5444,2018,2018-12-17
10217,2,10318,2227,10637,241,321,5576,2018,2018-10-07
10218,122,10319,2234,10985,251,156,5609,2017,2017-08-14
10219,73,10320,2235,10079,314,154,5610,2018,2018-06-26
10220,30,10321,2192,10958,115,158,5454,2019,2018-11-06
10221,13,10322,2190,10986,156,194,5611,2018,2018-10-22
10222,13,10323,2190,10986,156,194,5611,2018,2018-10-22
10223,13,10324,2190,10986,156,194,5451,2018,2018-10-01
10224,31,10325,1858,10116,154,199,5444,2018,2018-12-17
10225,45,10326,2236,10209,222,282,5612,2018,2018-05-20
10226,45,10327,2236,10209,222,282,5613,2018,2018-05-20
10227,45,10328,2236,10209,212,282,5613,2018,2018-05-20
10228,45,10329,2236,10209,222,282,5613,2018,2018-05-20
10229,45,10330,1663,10058,276,252,5614,2017,2017-01-07
10230,41,10331,1788,10987,116,301,5615,2018,2018-12-10
10231,45,10332,2191,10209,154,194,5616,2019,2019-07-01
10232,45,10333,2191,10209,154,194,5616,2019,2019-07-01
10233,45,10334,2191,10209,154,194,5616,2018,2018-11-03
10234,45,10335,2191,10209,154,194,5616,2018,2018-10-01
10235,45,10336,2135,10988,180,187,5617,2018,2018-05-02
10236,45,10337,2135,10988,180,187,5618,2018,2018-05-06
10237,45,10338,2135,10988,180,187,5618,2018,2018-05-06
10238,45,10339,2135,10988,222,187,5618,2018,2018-05-06
10239,45,10340,2135,10988,305,187,5618,2018,2018-05-04
10240,122,10341,2237,10985,251,219,5619,2018,2018-08-01
10241,122,10342,2238,10989,254,211,5620,2018,2018-12-16
10242,31,10343,1538,10027,212,207,5621,2018,2018-07-18
10243,31,10344,1538,10027,212,207,5621,2018,2018-07-18
10244,31,10345,1538,10027,212,207,5621,2018,2018-07-29
10245,21,10346,2068,10854,115,207,5622,2018,2018-10-25
10246,73,10347,1886,10079,258,251,5623,2018,2018-06-08
10247,31,10348,2058,10847,126,249,4849,2018,2018-10-16
10248,15,10349,2239,10908,115,158,5624,2018,2018-10-29
10249,15,10350,2239,10908,115,158,5625,2018,2018-10-29
10250,15,10351,2239,10908,115,158,5624,2018,2018-10-29
10251,15,10352,2239,10908,115,158,5625,2018,2018-10-29
10252,94,10353,1767,10864,115,199,5582,2018,2018-12-11
10253,94,10354,1767,10864,115,199,5582,2018,2018-12-11
10254,15,10355,2239,10908,115,158,5626,2018,2018-12-11
10255,2,10356,2227,10637,239,321,5627,2018,2018-10-02
10256,186,10357,2240,10990,250,152,5628,2018,2018-07-01
10257,186,10358,2240,10990,250,152,5629,2018,2018-07-01
10258,45,10359,2199,10799,115,158,5630,2018,2018-12-08
10259,5,10360,2223,10978,115,194,5562,2018,2018-12-10
10260,45,10361,2206,10425,212,313,5497,2018,2018-07-01
10261,28,10362,1834,10685,115,324,5631,2018,2018-11-17
10262,26,10363,1944,10028,180,194,5632,2018,2018-11-26
10263,26,10364,1944,10028,180,194,5633,2018,2018-11-26
10264,26,10365,1944,10028,180,194,5634,2018,2018-11-26
10265,2,10366,2227,10637,239,321,5635,2018,2018-10-01
10266,45,10367,2206,10425,212,313,5497,2018,2018-05-20
10267,45,10368,2206,10425,212,313,5497,2018,2018-05-20
10268,45,10369,2206,10425,212,313,5497,2018,2018-07-01
10269,45,10370,1663,10365,282,325,5636,2017,2017-10-31
10270,45,10371,1663,10365,282,325,5636,2017,2017-07-01
10271,42,10372,2241,10991,126,267,5637,2018,2018-08-03
10272,73,10373,2235,10079,314,154,5638,2018,2018-06-26
10273,73,10374,1886,10079,258,251,5639,2018,2018-06-08
10274,5,10375,1686,10577,156,196,5640,2018,2018-09-26
10275,168,10376,2242,10685,276,293,5641,2018,2018-08-20
10276,5,10377,1686,10577,264,196,3403,2018,2018-09-26
10277,5,10378,2233,10984,126,326,5642,2018,2018-10-11
10278,31,10379,2058,10847,126,272,4840,2018,2018-10-16
10279,187,10380,2243,10992,154,278,5643,2018,2018-10-24
10280,31,10381,1646,10051,212,193,5409,2018,2018-12-03
10281,108,10382,2208,10921,126,233,5644,2019,2019-07-01
10282,188,10383,1616,10345,180,154,5645,2018,2018-11-26
10283,2,10384,2227,10637,239,321,5646,2018,2018-10-08
10284,108,10385,2244,10333,193,194,5647,2018,2018-07-01
10285,108,10386,2244,10993,193,194,5648,2019,2019-01-11
10286,41,10387,2245,10029,249,150,5649,2015,2015-07-01
10287,188,10388,1616,10345,180,154,5645,2018,2018-11-26
10288,49,10389,2142,10994,116,194,5650,2018,2018-11-01
10289,49,10390,2142,10994,116,194,5651,2018,2018-11-01
10290,49,10391,2246,10966,242,187,5652,2018,2018-09-22
10291,49,10392,2246,10966,242,187,5653,2018,2018-09-22
10292,49,10393,2117,10995,282,264,5654,2018,2018-05-29
10293,49,10394,2117,10995,282,264,5655,2018,2018-05-29
10294,49,10395,2117,10995,282,264,5656,2018,2018-05-29
10295,49,10396,2117,10995,282,264,5657,2018,2018-05-29
10296,49,10397,2117,10995,282,264,5657,2018,2018-05-29
10297,49,10398,2117,10995,282,264,5656,2018,2018-05-29
10298,26,10399,2127,10996,209,194,5658,2018,2018-11-16
10299,26,10400,2127,10996,209,194,5658,2018,2018-11-16
10300,30,10401,2232,10332,283,205,5605,2018,2018-12-04
10301,108,10402,2184,10954,115,310,5434,2018,2018-12-05
10302,137,10403,2043,10831,126,158,4775,2019,2018-11-27
10303,41,10404,2247,10997,116,205,5659,2018,2018-11-29
10304,31,10405,1646,10051,212,207,5660,2018,2018-11-28
10305,41,10406,2247,10997,116,205,5661,2018,2018-11-29
10306,13,10407,2248,10308,212,193,5662,2018,2018-11-29
10307,13,10408,2248,10308,212,193,5663,2018,2018-11-29
10308,31,10409,1646,10051,212,207,5664,2018,2018-10-10
10309,31,10410,1646,10051,212,207,5660,2018,2018-10-10
10310,41,10411,2247,10997,116,205,5665,2018,2018-11-29
10311,31,10412,2095,10871,368,219,5666,2018,2018-07-05
10312,107,10413,2051,10998,256,251,5667,2018,2018-10-08
10313,5,10414,2108,10300,126,270,5668,2019,2019-02-20
10314,189,10415,2249,10999,314,327,5669,2018,2018-07-01
10315,190,10416,2051,10998,256,251,5670,2018,2018-11-25
10316,13,10417,2047,10308,212,194,4782,2018,2018-11-26
10317,49,10418,2250,10028,258,250,5671,2018,2018-11-23
10318,26,10419,1955,10028,212,207,5433,2018,2018-11-26
10319,26,10420,1955,10028,180,207,5433,2018,2018-11-01
10320,26,10421,1955,10028,212,207,5433,2018,2018-11-26
10321,31,10422,2095,10071,154,219,5672,2018,2018-07-05
10322,31,10423,1855,10051,212,199,5673,2018,2018-11-21
10323,31,10424,1855,10051,212,199,5674,2018,2018-11-21
10324,108,10425,2244,11000,193,194,5675,2018,2018-11-24
10325,22,10426,1788,10959,156,194,5676,2018,2018-11-21
10326,22,10427,1788,10959,156,194,5459,2018,2018-11-21
10327,31,10428,1855,10051,212,199,5674,2018,2018-11-21
10328,31,10429,1855,10051,212,199,5677,2018,2018-11-21
10329,21,10430,2068,10854,115,207,5678,2018,2018-10-25
10330,5,10431,2233,10984,126,326,5679,2018,2018-11-19
10331,95,10432,1406,10795,256,193,5518,2018,2018-11-19
10332,108,10433,2251,11001,369,328,5680,2011,2011-07-01
10333,108,10434,1946,10027,154,194,5681,2018,2018-07-01
10334,108,10435,2140,10028,212,291,5227,2018,2018-07-07
10335,108,10436,1886,10028,305,252,5682,2017,2017-07-01
10336,13,10437,2047,10773,212,194,5683,2018,2018-11-16
10337,96,10438,2252,11002,180,194,5684,2018,2018-11-12
10338,26,10439,1888,10816,212,194,5685,2018,2018-11-17
10339,26,10440,1888,10816,180,194,5588,2018,2018-11-17
10340,108,10441,1886,10029,222,72,5686,2018,2018-07-01
10341,108,10442,2244,11000,193,194,5648,2018,2018-07-27
10342,108,10443,2184,10954,126,329,5687,2018,2018-08-06
10343,108,10444,1946,10027,193,194,5688,2018,2018-06-22
10344,7,10445,1979,10671,126,194,5689,2018,2018-06-06
10345,7,10446,1979,10671,126,194,5690,2018,2018-06-06
10346,7,10447,1979,10671,126,194,5690,2018,2018-06-06
10347,7,10448,1979,10671,126,194,5691,2018,2018-06-06
10348,7,10449,2253,10058,180,154,5692,2018,2018-07-14
10349,7,10450,2253,10058,180,154,5692,2018,2018-07-14
10350,7,10451,2253,10058,180,154,5692,2018,2018-07-14
10351,7,10452,2253,10058,180,154,5692,2018,2018-07-14
10352,7,10453,1734,10058,212,219,5693,2018,2018-04-19
10353,125,10454,2254,10791,154,296,5694,2018,2018-11-13
10354,125,10455,2255,10962,222,296,5695,2018,2018-11-13
10355,108,10456,1995,10119,330,207,4610,2018,2018-08-28
10356,108,10457,1995,10119,330,207,4610,2018,2018-08-28
10357,7,10458,1734,10058,212,219,5696,2018,2018-04-19
10358,7,10459,1734,10058,212,219,5693,2018,2018-04-19
10359,96,10460,2256,10962,180,194,5697,2018,2018-10-06
10360,7,10461,1734,10058,212,219,5693,2018,2018-04-19
10361,26,10462,1827,10333,209,194,5548,2018,2018-06-22
10362,26,10463,1827,10333,209,194,5596,2018,2018-10-16
10363,22,10464,2175,10976,156,194,5553,2018,2018-12-25
10364,22,10465,1788,10822,116,194,5698,2018,2018-11-12
10365,26,10466,2210,10816,291,194,5699,2018,2018-11-13
10366,191,10467,2257,10854,154,187,5700,2018,2018-10-24
10367,50,10468,1982,11003,116,193,5701,2018,2018-10-18
10368,50,10469,1982,11003,116,193,5702,2018,2018-10-18
10369,5,10470,2203,10439,222,250,5703,2018,2018-11-11
10370,7,10471,2258,11004,212,219,5704,2018,2018-08-14
10371,7,10472,2258,11004,212,219,5705,2018,2018-08-14
10372,7,10473,2258,10332,212,219,5706,2018,2018-06-22
10373,7,10474,2258,10332,212,219,5706,2018,2018-07-23
10374,7,10475,2258,10332,212,219,5706,2018,2018-05-28
10375,7,10476,2258,10332,156,219,5705,2018,2018-04-19
10376,7,10477,2258,10332,156,219,5707,2018,2018-04-19
10377,5,10478,2259,10802,330,301,5708,2019,2018-11-09
10378,21,10479,2260,11005,116,211,5709,2018,2018-11-10
10379,73,10480,2117,10934,314,264,5710,2018,2018-07-01
10380,192,10481,2261,11006,276,154,5711,2018,2018-08-06
10381,192,10482,2261,11007,276,154,5712,2018,2018-08-06
10382,49,10483,2250,10028,258,250,5713,2018,2018-10-27
10383,193,10484,2262,10192,370,324,5714,2018,2018-01-01
10384,194,10485,2263,10816,180,250,5715,2018,2018-06-01
10385,194,10486,2264,10058,180,250,5716,2018,2018-04-01
10386,7,10487,2258,10332,156,219,5717,2018,2018-04-19
10387,195,10488,1982,10995,307,153,5718,2018,2018-04-02
10388,195,10489,1982,11008,314,330,5719,2018,2018-01-02
10389,195,10490,1982,11008,314,304,5720,2018,2017-11-02
10390,7,10491,2258,10332,156,219,5717,2018,2018-04-19
10391,7,10492,1636,10058,222,219,5721,2018,2018-04-19
10392,7,10493,1636,10209,222,219,5721,2018,2018-07-01
10393,7,10494,1636,10209,212,219,5721,2018,2018-06-07
10394,195,10495,1663,11009,249,154,5722,2018,2018-02-01
10395,7,10496,1636,10209,222,219,5721,2018,2018-04-19
10396,7,10497,1636,10209,212,219,5721,2018,2018-04-19
10397,7,10498,1636,10209,212,219,5723,2018,2018-04-19
10398,7,10499,1636,10209,212,219,5721,2018,2018-04-19
10399,156,10500,2265,11010,116,331,5724,2018,2018-10-23
10400,187,10501,2243,11011,154,278,5643,2018,2018-10-16
10401,196,10502,2266,10209,209,194,5725,2018,2018-10-24
10402,49,10503,2118,10898,116,194,5116,2018,2018-09-22
10403,49,10504,2142,10994,116,194,5650,2018,2018-09-22
10404,191,10505,2257,10854,154,187,5726,2018,2018-10-24
10405,5,10506,2267,10978,115,187,5727,2018,2018-10-07
10406,13,10507,2268,11012,209,194,5728,2018,2018-11-05
10407,30,10508,1900,10332,193,72,5729,2018,2018-10-25
10408,13,10509,2190,11013,115,194,5730,2018,2018-11-07
10409,7,10510,1958,10962,212,282,5731,2018,2018-04-19
10410,7,10511,1958,10962,212,282,5731,2018,2018-04-19
10411,7,10512,1958,10962,212,282,5732,2018,2018-04-19
10412,7,10513,1958,10962,212,282,5732,2018,2018-04-19
10413,7,10514,1958,10962,212,282,5732,2018,2018-04-19
10414,7,10515,1958,10962,212,282,5733,2018,2018-04-19
10415,7,10516,1958,10962,212,282,5733,2018,2018-04-19
10416,7,10517,1958,10962,212,282,5731,2018,2018-04-19
10417,7,10518,2269,11014,116,187,5734,2018,2018-04-19
10418,7,10519,2269,11014,115,187,5735,2018,2018-06-07
10419,7,10520,2269,11014,115,187,5736,2018,2018-04-19
10420,7,10521,2269,11014,115,187,5735,2018,2018-04-19
10421,7,10522,2269,11014,115,187,5737,2018,2018-04-19
10422,31,10523,1804,10051,180,207,5369,2018,2018-10-05
10423,108,10524,1663,10029,212,193,5738,2018,2018-11-05
10424,31,10525,1804,10051,180,207,5739,2018,2018-10-05
10425,31,10526,2270,11015,322,282,5740,2018,2018-10-31
10426,41,10527,1908,10345,180,197,5741,2017,2017-07-01
10427,41,10528,1908,10345,180,197,5741,2017,2017-07-01
10428,41,10529,1511,10528,212,240,5742,2017,2017-07-01
10429,41,10530,1511,10528,212,240,5742,2017,2017-07-01
10430,108,10531,2271,11016,371,332,5743,2015,2015-07-01
10431,108,10532,2272,11017,248,320,5744,2015,2015-07-01
10432,31,10533,2049,10040,354,28,5745,2018,2018-10-31
10433,50,10534,2213,10970,115,194,5746,2018,2018-11-02
10434,41,10535,1788,10987,116,301,5747,2018,2018-10-31
10435,41,10536,1788,10987,116,301,5748,2018,2018-10-31
10436,5,10537,1056,10040,354,35,5749,2018,2018-08-09
10437,5,10538,2201,10040,354,35,5750,2018,2018-08-09
10438,5,10539,1056,10040,357,35,5477,2018,2018-08-09
10439,73,10540,2185,11018,314,162,5751,2017,2017-07-01
10440,5,10541,2201,10040,357,35,5478,2018,2018-08-09
10441,5,10542,1056,10040,357,35,5477,2018,2018-08-09
10442,5,10543,2201,10040,357,35,5478,2018,2018-08-09
10443,22,10544,1788,10822,116,194,5752,2018,2018-09-19
10444,22,10545,1788,10822,116,194,5753,2018,2018-09-19
10445,31,10546,2095,10071,284,219,5666,2018,2018-10-21
10446,31,10547,2095,10071,284,219,5754,2018,2018-10-21
10447,31,10548,2095,10071,284,219,5755,2018,2018-10-21
10448,31,10549,2095,10071,212,219,5001,2018,2018-10-21
10449,2,10550,2273,11019,273,333,5756,2018,2018-09-12
