DisplayID;DisplayHole;DisplayDiagonal;Resolution;DisplayType;DisplayColorDepth;DisplayIllumination;DisplayRefreshRate
2511;;139.7 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2512;;152.4 mm;1080x2160;Color TN-TFT LCD display;24 bit/pixel;LED;
2513;;145 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2514;;203 mm;1200x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2515;;337.82 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;LED;
2516;;139 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;LED;
2517;;152.6 mm;1080x2160;Color AM-OLED display;30 bit/pixel;Self-illuminating;
2518;;312.42 mm;2736x1824;Color IPS TFT LCD display;24 bit/pixel;Yes;
2519;;139.7 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2520;;126.7 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2521;;142 mm;640x240;Monochrome STN LCD display;2 bit/pixel;ELP;
2522;;132 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;LED;
2523;;152.15 mm;1080x2160;Yes;24 bit/pixel;Yes;
2524;;152.654 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2525;;139.7 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2526;;33 mm;;Yes;24 bit/pixel;Yes;
2527;;256.54 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
2528;;114.3 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2529;;139.4 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2530;;152 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2531;;152 mm;1440x2880;Color PVA TFT LCD display;30 bit/pixel;LED;
2532;;132 mm;720x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
2533;;130.8 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2534;;139 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2535;;126 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2536;;152 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2537;;150 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2538;;32 mm;144x168;Monochrome TFT LCD display;24 bit/pixel;Yes;
2539;;139 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2540;;138.6 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2541;;86.4 mm;540x960;Color ASV TFT LCD display;24 bit/pixel;Yes;
2542;;117 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2543;;203 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2544;;178 mm;1024x600;Color IPS TFT LCD display;24 bit/pixel;Yes;
2545;;152.4 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2546;;139.7 mm;720x1280;Yes;24 bit/pixel;Yes;
2547;;27.94 mm;218x218;Color TN-TFT LCD display;24 bit/pixel;Yes;
2548;;145.5 mm;1080x2040;Color TN-TFT LCD display;24 bit/pixel;LED;
2549;;256 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;LED;
2550;;152 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Yes;
2551;;152.4 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Yes;
2552;;312.42 mm;2400x1600;Color ASV TFT LCD display;24 bit/pixel;LED;
2553;;199.4 mm;2048x1536;Color IPS TFT LCD display;24 bit/pixel;Yes;
2554;;126 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2555;;139.7 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2556;;127 mm;480x854;Yes;24 bit/pixel;Yes;
2557;;132.1 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2558;;81 mm;160x240;Monochrome STN LCD display;2 bit/pixel;ELP;
2559;;294 mm;1366x768;Color TN-TFT LCD display;24 bit/pixel;Yes;
2560;;203.2 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;LED;
2561;;200 mm;1024x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
2562;;152.1 mm;720x1440;Color ASV TFT LCD display;24 bit/pixel;Yes;
2563;;152 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;LED;
2564;;139 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;LED;
2565;;127 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2566;;152.4 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2567;;88.9 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2568;;152.65 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2569;;160.5 mm;1440x2960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2570;;119.3 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2571;;139.7 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2572;;139.7 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Yes;
2573;;139.7 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2574;;139.7 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2575;;139.7 mm;720x1440;Color AM-OLED display;24 bit/pixel;Yes;
2576;;127 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2577;;147 mm;1440x2960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2578;;119.4 mm;1280x720;Color IPS TFT LCD display;24 bit/pixel;Yes;
2579;;30.5 mm;360x360;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2580;;35.56 mm;454x454;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2581;;114.3 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2582;;268.6 mm;1920x1080;Color TN-TFT LCD display;24 bit/pixel;LED;
2583;;256.5 mm;1280x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2584;;24.4 mm;64x128;Color PM-OLED display;24 bit/pixel;Yes;
2585;;24.1 mm;240x240;Color PM-OLED display;24 bit/pixel;Yes;
2586;;33 mm;240x240;Color IPS TFT LCD display;24 bit/pixel;Yes;
2587;;114 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;LED;
2588;;132 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2589;;178 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;LED;
2590;;127 mm;720x1080;Color IPS TFT LCD display;24 bit/pixel;LED;
2591;;139.7 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
2592;;119 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2593;;89 mm;320x480;Color TN-TFT LCD display;18 bit/pixel;Yes;
2594;;96.6 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2595;;152.4 mm;1080x1920;Yes;24 bit/pixel;Yes;
2596;;132.1 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2597;;152.1 mm;1080x2160;Color ASV TFT LCD display;24 bit/pixel;Yes;
2598;;203 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2599;;139.7 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;LED;
2600;;144.78 mm;720x1440;Color ASV TFT LCD display;24 bit/pixel;LED;
