ModelID;CategoryID;Model;Codename;GeneralExtras
18652;1;D650a Studio 6.0 HD;;
18653;2;XC6 DMSR 256GB;;
18654;1;Mi3S WCDMA 16GB;Xiaomi Leo W;
18655;1;L259 Life Pure XL;;
18656;1;L260 Life Pure XL;;
18657;1;Studio 5.0 LTE;;
18658;1;Q505T TD-LTE;;
18659;1;8702 TD-LTE;;
18660;1;Xperia Z2 4G TD-LTE L50u;Sony Sirius;
18661;1;A120 Canvas 2 Colours;;
18662;1;HTC One M8 Harman/Kardon Edition;HTC M8;
18663;1;SM-C115M Galaxy K zoom LTE-A;;
18664;8;SM-C115L Galaxy K zoom LTE-A / Galaxy Zoom 2;;
18665;2;Iconia Tab 7 HD A1-713HD 16GB;;
18666;1;SM-G3588V Galaxy Core Lite 4G TD-LTE;;
18667;1;SM-N900U Galaxy Note 3 4G LTE 32GB;;Active stylus
18668;2;PX1 Tablet 3G;;
18669;1;S810t TD-LTE;;
18670;1;Ascend G660-L75 TD-LTE;;
18671;2;Slate 7 Beats Special Edition HSTNH-K12C;;
18672;1;SM-C111 Galaxy K zoom 3G;;
18673;2;P19 HD;;
18674;2;Work W1;;
18675;1;SM-C115 Galaxy K zoom LTE-A;;
18676;1;A102 Canvas Doodle 3;;
18677;6;SlateBook 14 WiFi 16GB TPN-Q137;;
18678;1;D370 L Series III L80;LG W6;
18679;1;M2 Marathon;;
18680;1;GPAD G4;;
18681;1;ZP1000;;
18682;1;SM-G355H Galaxy Core 2 Duos;;
18683;1;Q801L TD-LTE;;
18684;1;GN706L TD-LTE;;
18685;1;SPH-L710T Galaxy S III TD-LTE;;
18686;1;SM-G3868V;;
18687;2;Iconia Tab 7 A1-713 16GB;;
18688;1;SM-G3819 Galaxy Win Pro;;
18689;1;GT-S7390 Galaxy Trend Lite;;
18690;1;GT-S6790 Galaxy Fame Lite;;
18691;1;Sharp W-074 AQUOS PHONE Xx 304SH;;
18692;1;F390L G2 Mini LTE-A;;
18693;1;SGH-N098 Galaxy Note 3 Neo LTE;;Active stylus
18694;1;Brigadier E6782;;
18695;3;SM-R350 Gear Fit;;
18696;3;SM-R381 Gear 2 Neo;;
18697;1;Honor X1 / Mediapad X1 7.0 TD-LTE 7D-503L;;
18698;1;One A0001 64GB;BBK Bacon;Haptic touch feedback
18699;1;SM-T2558 Galaxy Tab Q / Galaxy Mega 7.0;;
18700;3;SM-R380 Gear 2;;
18701;1;SM-G900R7 Galaxy S5 LTE-A;Samsung Pacific;
18702;1;Moto E Dual TV XT1025 / Moto E DTV Colors;Motorola Condor;
18703;1;5892-C00 TD-LTE;;
18704;1;Nubia Z5S mini LTE NX404H;ZTE 404;
18705;1;Desire 601 CDMA Dual SIM;HTC Zara;
18706;1;One CDMA Dual SIM;HTC M7;
18707;1;SM-G900I Galaxy S5 4G LTE 16GB;Samsung Pacific;
18708;1;R2001 YoYo;;
18709;1;IQ X BLIZ IQ1058;;
18710;1;IQ X Slim IQ1089;;
18711;1;Desire 210 Dual SIM;;
18712;1;T11;;
18713;1;G7;;
18714;1;X7S Elite;;
18715;2;Iconia A1-810 WiFi 8GB;;
18716;1;SM-G3818 Galaxy Win Pro;;
18717;1;GT-i8200N Galaxy S III Mini Value Edition;Samsung Golden VE;
18718;1;SCH-J003 Galaxy Note3 Neo TD-LTE;;Active stylus
18719;1;One A0001 16GB;BBK Bacon;Haptic touch feedback
18720;1;Desire P T326h;HTC Magni;
18721;1;GT-i9063T Galaxy Grand Neo Duos TV;;
18722;1;Star 1 TD-LTE 16GB S2002;;
18723;1;W6618;;
18724;1;X8;;
18725;1;R1S R8007 TD-LTE;;
18726;1;VS876 Lucid 3 / F90 LTE;;
18727;1;F1;;
18728;2;Smart S6 7.85;;
18729;1;AX2 Numy 3G;;
18730;2;Ultra-U6;;
18731;1;Smart T4;;
18732;1;L968 TD-LTE;;
18733;1;M210;;
18734;2;P11 HD;;
18735;2;Yuandao M11;;
18736;1;One Mini 2 M8MINn LTE-A;HTC Mem;
18737;1;VS415PP Optimus Zone 2 / L Series III L40 CDMA;;
18738;1;IQ X KEN LTE;;
18739;1;M810t TD-LTE;;
18740;1;Pioneer P4;;
18741;1;ET-G900VMKA Galaxy S 5 Developer Edition;Samsung Pacific;
18742;8;COOLPIX S810c;;
18743;1;Halo H1 TD;;
18744;1;I-Style 7.5;;
18745;1;Star S1;;
18746;1;IQ 6.3;;
18747;1;A7-30 Tab 3G 8GB / A3300-3G;;
18748;1;Xolo Pocket Pad Q2500;;
18749;1;SPH-i800 Ativ S Neo;Samsung Cronus LTE;
18750;1;V5 Red Bull TD-LTE 8GB;;
18751;1;D329 L Series III L70;LG W5;
18752;2;One Touch Pixi 7;;
18753;2;Tab A8-50;;
18754;1;Tab A7-50;;
18755;1;Desire 610 D610n;HTC A3QHD;
18756;1;Ascend P7-L05 TD-LTE;Huawei Sophia;
18757;1;BlackBerry Z30 LTE STA100-6;RIM AstroX;
18758;1;LS740 Volt 4G TD-LTE / F90;;
18759;1;MS323 L Series III L70;LG W5;
18760;1;I928;;
18761;1;Xolo Q1010i;;
18762;1;D320N L Series III L70;LG W5;
18763;1;Sharp AQUOS PHONE Xx 302SH;;
18764;2;SM-P905M Galaxy NotePRO 12.2 LTE-A;;Active stylus
18765;2;SM-P907A Galaxy NotePRO 12.2 LTE-A;;Active stylus
18766;2;SM-T537R4 Galaxy Tab4 10.1 LTE-A;;
18767;1;QPAD e704;;
18768;1;MultiPhone PAP7600 DUO;;Haptic touch feedback
18769;2;SM-T327A Galaxy TabPRO 8.4 LTE-A;;
18770;1;D956 G Flex;;
18771;2;VivoTab TF810C;;
18772;2;VivoTab Smart ME400C;;
18773;2;SM-T527P Galaxy TabPRO 10.1 TD-LTE;Samsung Picasso;
18774;1;One Touch Pixi OT-4007O;;
18775;1;One Touch Pixi OT-4007A;;
18776;1;One Touch Pixi OT-4007;;
18777;1;One Touch Pixi Dual SIM OT-4007E;;
18778;1;One Touch Pixi Dual SIM OT-4007D;;
18779;1;P655H Optimus F3 4G LTE;;
18780;2;A7600-F Tab A10-70;;
18781;1;SM-G310HN Galaxy Ace Style;;
18782;1;SM-G906S Galaxy S5 LTE-A;Samsung Lentis;
18783;1;One M8 2014 Developer Edition;HTC M8;
18784;1;D415 Optimus L90 / L Series III L90;LG W7;
18785;1;D320 L Series III L70 / D320TR L70;LG W5;
18786;1;Q801T TD-LTE;;
18787;1;SM-G900W8 Galaxy S5 LTE-A;Samsung Pacific;
18788;2;SM-T337V Galaxy Tab 4 8.0 LTE-A;Samsung Millet;
18789;1;SM-G800F Galaxy S5 Dx LTE-A / Galaxy S5 Mini;Samsung Atlantic;
18790;2;iPad Mini 2 TD-LTE A1491 16GB;Apple iPad 4,6;
18791;2;iPad Air TD-LTE A1476 32GB;Apple iPad 4,3;
18792;1;Lumia 630 NAM Dual SIM;Nokia Moneypenny;
18793;2;iPad Air TD-LTE A1476 16GB;Apple iPad 4,3;
18794;1;Lumia 930 LTE-A;Nokia Martini;
18795;1;Lumia 635 NAM LTE;Nokia Moneypenny;
18796;1;Lumia 630 Dual SIM;Nokia Moneypenny;
18797;1;Q801U TD-LTE;;
18798;2;iPad Mini 2 TD-LTE A1491 128GB;Apple iPad 4,6;
18799;1;F4 4G LTE;;
18800;2;SM-T330 Galaxy Tab4 8.0 WiFi;Samsung Millet;
18801;2;SM-T530 Galaxy Tab4 10.1 WiFi;;
18802;2;SM-T230 Galaxy Tab4 7.0 WiFi;Samsung Degas;
18803;2;SM-T231 Galaxy Tab4 7.0 3G;Samsung Degas;
18804;2;iPad Air TD-LTE A1476 128GB;Apple iPad 4,3;
18805;2;iPad Mini 2 TD-LTE A1491 64GB;Apple iPad 4,6;
18806;2;SM-T331 Galaxy Tab4 8.0 3G;Samsung Millet;
18807;2;SM-T531 Galaxy Tab4 10.1 3G;;
18808;1;MAX2 X9;;
18809;1;Grand S II TD-LTE S291;;
18810;1;Desire 610 D610x;HTC A3QHD;
18811;1;Muse M2 TD-LTE;;
18812;2;SM-T535 Galaxy Tab4 10.1 LTE-A;;
18813;1;GSmart Rey R3;;
18814;1;T2 HD 128GB;;
18815;2;Iconia One 7 B1-730 16GB;;
18816;1;Ascend G620 TD-LTE G620-L75;;
18817;1;Ascend G620 TD-LTE G620-L72;;Haptic touch feedback
18818;1;VS840PP Optimus Exceed;;Haptic touch feedback , Tactile touch feedback
18819;1;VS410PP Optimus Zone / Optimus L3;;
18820;1;R1001 Joy;;
18821;1;EE Kestrel LTE-A;;
18822;1;VS450PP Optimus Exceed 2;;
18823;1;IQ X Slim IQ1088;;
18824;2;SM-T235 Galaxy Tab4 7.0 LTE;Samsung Degas;
18825;1;One M8x 2014 LTE-A;HTC M8;
18826;2;Access D786M 3G;;
18827;2;Zest Q813IS;;
18828;1;Nubia X6 TD-LTE NX601J 64GB;ZTE 601J;
18829;1;HTC One M8 2014 LTE-A;HTC M8;
18830;1;F390S G2 Mini LTE-A;;
18831;1;D610 G2 Mini 3G / D610TR;;
18832;1;SM-G7108V Galaxy Grand 2 4G TD-LTE;;
18833;1;Q802T TD-LTE;;
18834;1;One M8 2014 LTE-A;HTC M8;
18835;2;Xperia Z2 Tablet LTE-A SGP561;Sony Castor;
18836;1;Xperia Z2 LTE-A D6508;Sony Sirius Viv;
18837;1;One M8 2014 LTE-A Google Play Edition;HTC M8;
18838;1;HTC One M8 2014 TD-LTE;HTC M8;
18839;1;P9 Phantom Pad mini;;
18840;1;S1;;
18841;1;W200s;;
18842;1;Find 7a X9000;;
18843;1;S7;;
18844;1;Titanium Hexa;;
18845;1;Titanium Octane Plus;;
18846;1;Titanium Octane;;
18847;1;Xperia T2 Ultra D5316 LTE-A / D5316N;Sony Tianchi;
18848;1;Desire 516 D516w Dual SIM;;
18849;1;Desire 616 D616w Dual SIM;;
18850;1;Hongmi Note 1TD / Redmi Note TD Dual SIM 2014017;Xiaomi Dior;
18851;1;Hongmi Note 1 / Redmi Note Dual SIM 2014018;Xiaomi Dior;
18852;1;Nubia X6 TD-LTE NX601J 128GB;ZTE 601J;
18853;1;Find 7 X9076 TD-LTE;;
18854;1;Find 7a X9006 LTE / Find 7 Lite;;
18855;1;Hongmi Note 1TD / Redmi Note TD Dual SIM 2013122;Xiaomi Dior;
18856;1;One M8t TD-LTE;HTC M8;
18857;1;One SV C520c;HTC K2;
18858;1;US828 TD-LTE;;
18859;1;X1 Pro;;
18860;1;iPhone 5c TD-LTE A1529 8GB;Apple iPhone 5,4;Haptic touch feedback
18861;1;iPhone 5c A1507 8GB;Apple iPhone 5,4;Haptic touch feedback
18862;1;iPhone 5c CDMA A1456 8GB;Apple iPhone 5,3;Haptic touch feedback
18863;1;iPhone 5c CDMA A1532 8GB;Apple iPhone 5,3;Haptic touch feedback
18864;1;Moto X XT1050 CDMA;Motorola Ghost;
18865;1;Stream S 302HW / Ascend P6 S P6S-L04;Huawei Echo;
18866;1;Ascend P6 S P6S-U00;Huawei Echo;
18867;1;SM-N7509V Galaxy Note 3 Neo TD-LTE / Note3 Lite 4G;;Active stylus
18868;1;Vivo X3s;;
18869;1;iPhone 5c A1532 8GB;Apple iPhone 5,3;Haptic touch feedback
18870;1;M8;;
18871;1;LePhone A850+;;
18872;1;G6 32GB;;
18873;1;S2 32GB;;
18874;1;HTC Desire 816 TD-LTE;HTC A5;
18875;1;SM-N7506V Galaxy Note 3 Neo TD-LTE / Note3 Lite 4G;;Active stylus
18876;1;A3c;;
18877;1;Hongmi Note 1 / Redmi Note Dual SIM 2013121;Xiaomi Dior;
18878;1;Joy J928;;
18879;1;A350 Knight;;
18880;1;Magic2 M7009 TD-LTE;;
18881;1;Blade L2;;
18882;1;SM-G3858 Galaxy Beam 2 TD;;Haptic touch feedback , Built-in projector
18883;2;Dark EvoPad 3G R9740;;
18884;1;Find 7 X9077 TD-LTE;;
18885;1;Gold Fighter S8 S898T+;;
18886;1;SM-G9006V Galaxy S5 TD-LTE;Samsung Pacific;
18887;1;Xperia Z2 TD-LTE L50t;Sony Sirius;
18888;2;Dark EvoPad 3G R9726;;
18889;1;SM-G9008V Galaxy S5 TD-LTE;Samsung Pacific;
18890;1;SM-G710L Galaxy Grand 2 LTE-A;;
18891;1;SM-G710K Galaxy Grand 2 LTE-A;;
18892;1;SM-G900J Galaxy S5 WiMAX 2+ SCL23;Samsung Pacific;
18893;1;Fuze Q390;;
18894;1;SM-G9098 World Flagship II Duos TD;;
18895;1;GT-i8200L Galaxy S III Mini Value Edition;Samsung Golden VE;
18896;1;SM-G900M Galaxy S5 LTE-A;Samsung Pacific;
18897;1;Stairway;;
18898;1;SM-G9092 World Flagship II Duos;;
18899;1;Vega Iron2 LTE-A IM-A910S / IM-A910L;;
18900;1;SM-N9008S Galaxy Note 3 TD-LTE;;Active stylus
18901;1;GT-i8200 Galaxy S III Mini Value Edition;Samsung Golden VE;
18902;2;Toughpad 4K Performance UT-MA6;;
18903;1;SM-G900R4 Galaxy S5 LTE-A;Samsung Pacific;
18904;1;Darknight;;
18905;1;Darkfull;;
18906;1;Darkside;;
18907;1;Wax JLS36C LTE;;
18908;1;P31 Dual SIM / POP C7;;
18909;2;Mediapad M1 8.0 3G S8-301u;;
18910;2;8 Tablet 1401US;;
18911;1;SM-G900D Galaxy S5 LTE-A SC-04F;Samsung Pacific;
18912;1;Desire 816 Dual SIM D816w;HTC A5;
18913;2;iPad Mini 2 TD-LTE A1491 32GB;Apple iPad 4,6;
18914;1;8705 TD-LTE;;
18915;2;iPad Air TD-LTE A1476 64GB;Apple iPad 4,3;
18916;1;7620L TD-LTE;;
18917;1;A075 Bolt;;
18918;1;Ascend Mate 2 TD-LTE MT2-L02;;
18919;1;One Touch POP S3 OT-5050A;;
18920;1;Nubia Z5S TD-LTE 32GB NX503J;ZTE 503J;
18921;1;One Touch POP S3 OT-5050Y;;
18922;1;One Touch POP S7 OT-7045A;;
18923;1;Highway;;
18924;1;One Touch POP S9 OT-7050Y;;
18925;1;One Touch POP S9 OT-7050K;;
18926;1;SM-N750S Galaxy Note 3 Neo LTE-A / SM-N750L;;Active stylus
18927;1;One Touch Idol Pop Fit OT-4002X;;
18928;1;Slate 7 VoiceTab Dual SIM HSTNH-B20C;;
18929;1;Ascend G730-L072 LTE-A;;
18930;2;Xperia Z2 Tablet LTE SO-05F;Sony Castor Maki;
18931;1;HTC One M8 2014 LTE-A HTC6525LVW;HTC M8;
18932;1;Slate 6 VoiceTab Dual SIM HSTNH-B19C;HP Pomegranate;
18933;1;One Touch Idol 2 mini s OT-6036X LTE-A;;
18934;1;One Touch Idol 2 mini s OT-6036A LTE-A;;
18935;1;One Touch Idol 2 mini s OT-6036Y LTE-A;;
18936;1;Black BLK1;;
18937;1;SM-G900H Galaxy S5 HSPA 16GB;Samsung Pacific;
18938;1;One Touch Idol 2 mini OT-6016D;;
18939;1;One Touch Idol 2 mini OT-6016E;;
18940;1;One Touch Idol 2 mini OT-6016X;;
18941;1;One Touch Idol 2 mini OT-6016A;;
18942;2;B8080-F YOGA Tablet 10 HD+ WiFi 16GB;;
18943;1;Mediapad X1 7.0 LTE-A 7D-501L;;
18944;1;SM-G900P Galaxy S5 LTE-A;Samsung Pacific;
18945;1;SM-G900T Galaxy S5 LTE-A;Samsung Pacific;
18946;1;Hongmi 1S / Redmi 1S CDMA 2013028;Xiaomi Armani;Haptic touch feedback
18947;2;B8080-HV YOGA Tablet 10 HD+ 3G 32GB;;
18948;1;S660;;
18949;1;S850 Dual SIM;;
18950;1;S860 Dual SIM;;
18951;2;Mediapad M1 8.0 LTE-A S8-301L;;
18952;1;Ascend G6 G6-L33 4G LTE-A;;
18953;1;Ascend G6 G6-L22 4G LTE-A;;
18954;1;Ascend G6 G6-L11 4G LTE-A;;
18955;1;SM-G9009D Galaxy S5 Duos;Samsung Pacific;
18956;1;SM-G900V Galaxy S5 LTE-A;Samsung Pacific;
18957;1;Talk 5H;;
18958;1;FonePad HD 7 ME175CG Dual SIM;;
18959;1;FonePad HD 7 LTE ME372CL 16GB;;
18960;1;Gova 4G LTE;;
18961;1;D285 L Series III L65 Dual;;
18962;1;BlackBerry Z3 3G Jakarta Edition STJ100-1;RIM Jakarta;
18963;2;Xperia Z2 Tablet WiFi SGP512 32GB;Sony Castor;
18964;2;ElitePad 1000 G2 64GB;;
18965;2;ProPad 600 G1 64GB;;
18966;2;Xperia Z2 Tablet WiFi 16GB SGP511;Sony Castor;
18967;1;Xperia M2 LTE D2306;Sony Eagle Rex SS;
18968;1;Xperia M2 LTE-A D2303;Sony Eagle Gina SS;
18969;1;Xperia M2 D2305;Sony Eagle Rita SS;
18970;1;Toughpad FZ-X1 LTE;;
18971;1;Xperia M2 dual D2302 S50h;Sony Eagle DS;
18972;1;Xperia Z2 HSPA D6502 L50w;Sony Sirius;
18973;1;Phone 2 YD201;;
18974;2;Xperia Z2 Tablet TD-LTE SOT21;Sony Castor Anna;
18975;1;Ascend P7 mini;;
18976;1;Desire 610 D610w;HTC A3QHD;
18977;1;One Touch Idol 2 OT-6037K;;
18978;1;One Touch Idol 2 OT-6037Y;;
18979;1;SM-G900A Galaxy S5 LTE-A;Samsung Pacific;
18980;1;One Touch Idol 2S OT-6050Y;;
18981;2;Xperia Z2 Tablet HSPA SGP541;Sony Castor;
18982;1;F90 LTE;;
18983;1;D315 F70 LTE;;
18984;1;SM-G900F Galaxy S5 LTE-A 16GB;Samsung Pacific;
18985;2;Xperia Z2 Tablet LTE-A SGP551;Sony Castor;
18986;1;Xperia Z2 LTE-A D6543;Sony Sirius;
18987;1;XL Dual SIM;;
18988;1;R2007;;
18989;1;X+ Dual SIM;Nokia Normandy;
18990;2;Elements 70b Titanium;;
18991;1;GT-i9508V Galaxy S4 TD-LTE;;
18992;1;Tegra Note 7 3G;;
18993;1;Tegra Note 7 LTE-EU;;
18994;1;Tegra Note 7 LTE-US P1988;;
18995;1;Elements 40b Titanium;;
18996;1;Elements 64 Xenon;;
18997;1;Elements 50c Oxygen;;
18998;2;Elements 80 Helium 4G;;
18999;1;Desire 310 D310w Dual SIM / Desire V1;;
19000;1;Find 7a X9007 TD-LTE / Oppo Find 7 Lite;;
19001;1;SHV-E275S Galaxy Grand;Samsung Baffin;
19002;1;GT-i9118 Galaxy Grand Duos;Samsung Baffin;
19003;1;S6 9190L TD-LTE;;
19004;1;E900H Optimus 7;;
19005;2;Iconia B1-721 3G;;
19006;2;Surface Tablet 2 4G LTE 64GB 1573;;Kickstand
19007;1;Liquid Z140 Z4;;
19008;1;Liquid E3 E380 / V380;;
19009;1;D625 G2 Mini LTE-A LATAM;;
19010;1;Xperia Z2 LTE-A SO-03F;Sony Sirius Maki;
19011;1;GT-S7500L Galaxy Ace Plus;;
19012;1;Grand Memo II LTE;;
19013;1;D618 G2 Mini 3G Dual SIM;;
19014;1;SM-G386F Galaxy Core LTE / Galaxy Core 4G;Samsung Afyon;
19015;1;V92 Pro TD-LTE;;
19016;6;Yoga 2 11 20332 / IdeaPad Yoga 2 11 80CX;;
19017;2;Xperia Z2 Tablet LTE-A SGP521;Sony Castor;
19018;1;D620 G2 Mini LTE-A;;
19019;2;Dark EvoPad 3G M1040;;
19020;2;MediaPad 7 Youth WiFi 8GB S7-701wa;;
19021;2;MediaPad 7 Youth WiFi 4GB S7-701w;;
19022;1;One Touch POP C5 TV 5036A;;
19023;1;One Touch POP C5 TV Dual 5037E;;
19024;1;Liquid Z150 Z5;;
19025;1;SM-G7109 Galaxy Grand 2 CDMA;;
19026;1;Desire 816 LTE-A D816n;HTC A5;
19027;1;SM-G3518 Galaxy Core TD-LTE;;
19028;2;MediaPad 7 Youth 3G 8GB S7-702u;;
19029;1;M320u;;
19030;1;A96 Canvas Power;;
19031;1;SM-N750K Galaxy Note 3 Neo LTE-A;;Active stylus
19032;1;Dark Evo X5;;
19033;1;Dark Evo P60;;
19034;1;D170 L Series III L40 Dual;;
19035;1;D325 L Series III L70 Dual;LG W5;
19036;1;D410 L Series III L90 Dual / D410h;LG W7;
19037;2;SM-T335 Galaxy Tab4 8.0 LTE-A;Samsung Millet;
19038;2;Xolo Play Tab 7.0;;
19039;2;One Touch POP 8 P320X;;
19040;1;One Touch POP C1 OT-4016D;;
19041;1;One Touch POP C1 OT-4015D;;
19042;1;One Touch POP C1 OT-4015N;;
19043;1;One Touch POP C1 OT-4016A;;
19044;1;One Touch POP C1 OT-4015A;;
19045;1;One Touch POP C1 OT-4015X;;
19046;1;GT-i9152P Galaxy Mega 5.8 Plus Duos;;
19047;1;GT-i9150 Galaxy Mega 5.8;;
19048;1;SM-N7502 Galaxy Note 3 Neo Duos;;Active stylus
19049;1;D838 G Pro 2 LTE-A;LG B1;Haptic touch feedback , Tactile touch feedback
19050;1;F350K G Pro 2 LTE-A 16GB;LG B1;Haptic touch feedback , Tactile touch feedback
19051;1;F350L G Pro 2 LTE-A 16GB;LG B1;Haptic touch feedback , Tactile touch feedback
19052;1;Mi3 WCDMA 64GB 2013062;Xiaomi Cancro;Haptic touch feedback
19053;1;Lumia 630;Nokia Moneypenny;
19054;1;F350S G Pro 2 LTE-A 32GB;LG B1;Haptic touch feedback , Tactile touch feedback
19055;1;GT-i9082C Galaxy Grand Neo+ Duos;Samsung Baffin;
19056;1;HS-X68T TD-LTE;;
19057;1;Mi3 WCDMA 16GB 2013062;Xiaomi Cancro;Haptic touch feedback
19058;1;HS-X5T TD-LTE;;
19059;1;A628T TD;;
19060;1;Xperia Z2 LTE-A D6503;Sony Sirius Gina;
19061;1;GT-S5283B Galaxy Star Trios;;
19062;2;Venue 11 Pro 5130 128GB;;
19063;1;GT-S5830 Galaxy Ace;Samsung Cooper;Haptic touch feedback
19064;1;GT-i9505 Galaxy S4 LTE 16GB;Samsung Altius;Haptic touch feedback
19065;1;GT-i9505 Galaxy S4 LTE 32GB;Samsung Altius;Haptic touch feedback
19066;1;Butterfly S 4G LTE 901s;HTC DLX PLUS;
19067;2;Venue 8 WiFi 3830 16GB;;
19068;1;IQ X Octo 1068;;
19069;1;Xolo Q1100;;
19070;1;SCH-i545L Galaxy S4 LTE;Samsung Altius;
19071;1;GT-i9200X Galaxy Mega 6.3;;
19072;1;SGH-S970G Galaxy S 4 LTE;Samsung Altius;Haptic touch feedback
19073;1;SGH-i337Z Galaxy S 4 LTE;Samsung Altius;
19074;1;SGH-i527M Galaxy Mega 6.3 LTE;;
19075;1;Xolo A500 Club;;
19076;1;Life Pure mini;;
19077;1;A200 Canvas Turbo Mini;;
19078;1;Mediapad X1 7.0 3G 7D-501u;;
19079;1;E475 Optimus L1 II Tri;;
19080;1;Revolution;;
19081;1;Cosmos Z2;;
19082;1;SM-W750V Ativ SE;Samsung Huron;
19083;1;SCH-R960 Galaxy Mega 6.3 LTE;;
19084;1;A94 MAd;;
19085;1;GT-i9505 Galaxy S4 Black Edition 32GB;Samsung Altius;Haptic touch feedback
19086;1;GT-i9195 Galaxy S4 Mini Black Edition;Samsung Serrano;
19087;1;GT-S7580 Galaxy Trend Plus;;
19088;1;GT-i9507V Galaxy S4 TD-LTE;Samsung Altius;
19089;1;Ascend G6 G6-U00;;
19090;1;D830 G Pro 2 LTE-A;LG B1;Haptic touch feedback , Tactile touch feedback
19091;1;Ascend Y530;;
19092;2;Elements 90 Neon;;
19093;2;Elements 101 Neon;;
19094;2;Elements 97 Neon;;
19095;1;One Max 8160 TD-LTE;HTC T6;
19096;1;SHV-E500L Galaxy Win LTE;Samsung Delos;
19097;1;N9101 Imperial LTE;;
19098;1;Z995C Overture LTE;;
19099;1;Z665C Valet;;
19100;1;Z660G Whirl;;Haptic touch feedback
19101;1;N810 Virgin Mobile Reef;;
19102;1;Z796C Majesty;;
19103;1;Z992 Avail 2;;
19104;1;Z750C Savvy;;
19105;1;Z795G Solar;;
19106;1;Z740 Radiant 4G LTE;;Haptic touch feedback
19107;1;N9510 Boost Warp 4G;;
19108;1;N9520 Boost Max 4G LTE;;Haptic touch feedback
19109;1;Padfone E;;
19110;1;U W2014;;
19111;1;Torque SKT01;;
19112;1;Vivo 4.8 HD;;
19113;1;MS659 Optimus F3 4G LTE;;
19114;2;Venue 8 Pro 5830 32GB;;
19115;2;Venue 8 Pro 5830 64GB;;
19116;1;SM-G7102T Galaxy Grand 2 Duos;;
19117;1;Ascend Mate 2 TD-LTE MT2-L05;;
19118;1;GT-S7278U Galaxy Ace 3 Duos TD;;
19119;1;Q705U;;
19120;1;M320m TD;;
19121;1;Elife S5.5 GN9000 TD;;
19122;1;SM-G3502l Galaxy Trend 3;;
19123;1;GT-i9500 Galaxy S4 La Fleur Edition;Samsung Altius;
19124;1;R830 Neo 3G;;
19125;2;Venue 11 Pro 2501 64GB;;
19126;2;VK810 G Pad 8.3 4G LTE;;
19127;1;GT-i9300I Galaxy SIII Neo+ Duos / Galaxy S3 Neo;;Haptic touch feedback
19128;1;GT-S7272C Galaxy Ace3 3G Duos;;
19129;1;Liquid Z150 Duo / Z5 Dual SIM;;
19130;1;A119 Canvas XL;;
19131;1;SM-N9005 Galaxy Note 3 Olympic Games Edition;;Active stylus
19132;2;SM-T315T Galaxy Tab 3 8.0 LTE 16GB;;
19133;1;Iris Pro 30;;
19134;1;Xolo Q700S;;
19135;1;Ascend G6 G6-T00 TD;;
19136;1;Hydro PLUS C5171;;
19137;1;Moto G Dual XT1033 Global GSM 8GB;Motorola Falcon;
19138;2;New Tab F1;InFocus Flatfish;
19139;1;Pidion BP30 LTE 16GB;;
19140;1;Moto G Dual XT1033 Global GSM 16GB / G Music Edition;Motorola Falcon;
19141;2;SM-P905V Galaxy NotePRO 12.2 LTE-A 64GB;;Active stylus
19142;1;Digno R 202k TD-LTE;;Haptic touch feedback
19143;1;D520 Optimus F3Q 4G LTE;LG FX3;
19144;2;MediaPad 7 Youth2 S7-721u;;
19145;2;RW-16G1;;
19146;1;SM-N7505 Galaxy Note 3 Neo LTE+ / Galaxy Note3 Lite;;Haptic touch feedback , Active stylus
19147;1;SM-N7507 Galaxy Note 3 Neo 4G LTE;;Active stylus
19148;1;Sharp Aquos Phone Xx 206SH TD-LTE;;
19149;1;Moto G XT1032 Google Play Edition 16GB;Motorola Falcon;
19150;2;SM-T110 Galaxy Tab 3 Lite 7.0 WiFi / Galaxy Tab 3 Neo;Samsung T110;
19151;1;Xperia E1 dual D2104;Sony Falcon DS;
19152;1;Sharp Aquos Phone ss 205SH TD-LTE;;
19153;1;Xperia E1 D2004;Sony Falcon SS;
19154;1;Xperia T2 Ultra D5306 LTE-A;Sony Tianchi;
19155;1;B199;;
19156;1;Moto G XT1032 Google Play Edition 8GB;Motorola Falcon;
19157;1;Moto X XT1052 32GB;Motorola Ghost;Haptic touch feedback
19158;1;Xperia E1 D2005;Sony Falcon SS;
19159;2;SM-T111 Galaxy Tab 3 Lite 7.0 3G / Galaxy Tab 3 Neo;Samsung T110;
19160;1;Xperia Z1 Colorful Edition M51w;Sony Amami;
19161;1;Xperia T2 Ultra D5303 LTE-A;Sony Tianchi;
19162;2;VivoTab Note 8 32GB;;
19163;1;Moto X XT1052 16GB;Motorola Ghost;Haptic touch feedback
19164;1;Xperia E1 TV dual D2114;Sony Falcon DTV;
19165;1;Xperia E1 dual D2105;Sony Falcon DS;
19166;1;Xperia T2 Ultra dual HSPA D5322 XM50h;Sony Tianchi;
19167;2;Agora HD Mini 3G;;
19168;2;VivoTab Note 8 64GB;;
19169;1;Xperia T2 Ultra TD-LTE XM50t;Sony Tianchi;
19170;1;SM-G730W8 Galaxy S III Mini LTE;;
19171;1;SM-G730A Galaxy S III Mini LTE;;
19172;1;8720L TD-LTE;;
19173;2;Tab 7;;
19174;1;Fujitsu Arrows A 202F;;
19175;1;STREAM X GL07S;;
19176;2;Transformer Pad TF502T 64GB;;Kickstand
