ModelID;CategoryID;Model;Codename;GeneralExtras
17154;1;m1 note M463U Dual SIM TD-LTE 16GB;Meizu Meilan Note;Haptic touch feedback
17155;1;Xperia E4 Dual E2114;Sony Jasmine DS;
17156;1;Iris X8 Dual SIM;;
17157;1;SM-G360AZ Galaxy Core Prime LTE;Samsung G360;Haptic touch feedback
17158;1;A7600-m Dual SIM TD-LTE;;
17159;1;GT-i9195I Galaxy S4 Mini Plus 4G LTE;;
17160;1;Nura LTE;;
17161;1;Alpha Luxe Dual SIM;;
17162;1;C199S Maimang 3S TD-LTE;;
17163;1;Ascend G629-UL00 TD-LTE;;
17164;1;A3500 Dual SIM TD-LTE;;
17165;1;Blade S6 Lux Dual SIM TD-LTE CN;;Haptic touch feedback
17166;1;SM-G530AZ Galaxy Grand Prime LTE;Samsung Fortuna;Haptic touch feedback
17167;1;m1 note M463U Dual SIM LTE 32GB;Meizu Meilan Note;Haptic touch feedback
17168;1;Star S2015 TD-LTE;;
17169;1;Xperia A2 4G LTE;Sony Altair Maki;
17170;2;SM-T230NY Galaxy Tab4 7.0 WiFi / SM-T230NU;Samsung Degas;
17171;1;ivvi K1 Mini Dual SIM TD-LTE;;
17172;1;Desire 626 TD-LTE Dual SIM D626w;HTC A32;
17173;1;M1 Dual SIM TD-LTE;;
17174;1;Hongmi 2 Prime 4G / Redmi 2 Prime Dual SIM TD-LTE 2014818;;Haptic touch feedback
17175;1;Vibe Z3 Pro Dual SIM 4G LTE;;
17176;1;GSmart Mika MX Dual SIM LTE;;
17177;1;G720T Dual SIM TD-LTE;;
17178;1;Vivo Xshot TD-LTE X710F;;
17179;1;Lemon K3 Note Dual SIM TD-LTE K50-t3s;;
17180;1;8707 Dual SIM TD-LTE;;
17181;1;HS-E622M Dual SIM TD-LTE;;
17182;1;HS-E613T Dual SIM TD-LTE;;
17183;1;7105 Dual SIM TD-LTE;;
17184;1;7605 Dual SIM TD-LTE;;
17185;1;Y76 Dual SIM TD-LTE;;
17186;1;P332U Dual SIM TD-LTE;;
17187;1;One M8s / M8St 4G TD-LTE;HTC M8 QL;Haptic touch feedback
17188;1;Hongmi 2 4G / Redmi 2 TD-LTE 2014821;;
17189;1;Mi4 4G TD-LTE 16GB 2014716;Xiaomi Leo;
17190;1;Desire 826 TD-LTE D826x 32GB;HTC A52;
17191;1;5956 Dual SIM TD-LTE;;
17192;1;Honor 6 Plus PE-UL00 Dual SIM TD-LTE 32GB / Honor 6X;Huawei Pine;
17193;1;Honor 6 Plus PE-TL10 Dual SIM TD-LTE 16GB;Huawei Pine;
17194;1;MultiPhone PSP5550 DUO;;Haptic touch feedback
17195;1;Padfone S LTE TW PF500KL / Padfone S Plus 64GB;;
17196;1;Padfone S 4G LTE TW PF500KL 16GB;;
17197;1;Moto X 2nd Gen 4G TD-LTE XT1085 32GB;;
17198;1;Air Dual SIM;;
17199;1;SM-G388F Galaxy Xcover 3;;
17200;1;Desire 526G+ Dual SIM D526h;;
17201;1;EVO Dual SIM 4G LTE;;
17202;1;Vivo X5Max L TD-LTE;;
17203;1;X003 Dual SIM TD-LTE;;
17204;1;M1 M465M TD-LTE;Meizu Meilan;
17205;1;F440L Ice Cream Smart;;
17206;1;Blade S6 Dual SIM LTE;;
17207;1;Desire 826 Dual SIM TD-LTE D826w 16GB;HTC A52;
17208;1;GT-i9192I Galaxy S4 Mini Plus;;
17209;1;SM-J100H/DS Galaxy J1 Duos / SM-J100H/DD;;Haptic touch feedback
17210;1;ZenFone C ZC451CG;;
17211;1;Vivo X5Max V Dual SIM TD-LTE;;
17212;1;Desire 626 4G LTE D626x;HTC A32;
17213;1;Moto G 2nd Gen Dual 4G TD-LTE XT1077 16GB;Motorola Titan;
17214;1;Moto G 2nd Gen Dual 4G TD-LTE XT1079 16GB;Motorola Titan;
17215;1;A2800-d Dual SIM TD-LTE;;
17216;1;ivvi SK1-01 Dual SIM TD-LTE;;
17217;1;3000 Dual SIM TD-LTE;;
17218;1;HS-E625T Dual SIM TD-LTE;;
17219;1;Ascend Y635-TL00 TD-LTE;;
17220;1;Q5-C TD-LTE;;
17221;1;Y80D TD-LTE;;
17222;1;A6000-l Dual SIM LTE;;
17223;1;M550 3D Dual SIM TD-LTE;;
17224;1;Moto G 2nd Gen Dual 4G TD-LTE XT1077 8GB;Motorola Titan;
17225;1;H950 G Flex2 LTE-A;LG Z2;
17226;1;S3 Dual SIM TD-LTE;;
17227;1;S90-e Sisley Dual SIM TD-LTE;;
17228;1;SM-J100M Galaxy J1 LTE;;Haptic touch feedback
17229;1;R1C R8205 TD-LTE Dual SIM;;
17230;1;SM-G360FY Galaxy Core Prime 4G LTE;;Haptic touch feedback
17231;1;Desire 626 TD-LTE Dual SIM D626t;HTC A32;
17232;1;F510K G Flex2 LTE-A;LG Z2;
17233;1;D790U Studio G Dual SIM;;
17234;1;D790L Studio G Dual SIM;;
17235;6;Flex 3 14 FHD;;
17236;1;SM-G7202/D Galaxy Grand 3 Duos;;
17237;1;GT-I9060I Galaxy Grand Neo Plus Duos;;
17238;1;GT-I9060I/DS Galaxy Grand Neo Plus Duos;;Haptic touch feedback
17239;2;Pro Slate 12;;
17240;1;V381 TD-LTE;;
17241;1;SM-E500H/DS Galaxy E5 Duos / SM-E500H/DD;;
17242;1;SM-G900FQ Galaxy S5 4G LTE;Samsung Pacific;
17243;1;INFOBAR A03 by iida WiMAX 2+ KYV33;;
17244;1;Sharp Aquos Phone K 4G LTE SHF31;;
17245;1;miraie KYL23;;
17246;1;au Basio WiMAX 2+ KYV32;;Haptic touch feedback
17247;1;Sharp Aquos Phone Serie mini WiMAX 2+ SHV31;;
17248;1;SM-E7000 Galaxy E7 Duos TD-LTE;;
17249;1;A938t Dual SIM TD-LTE;;
17250;1;A616 Dual SIM TD-LTE;;
17251;1;A936 Golden Warrior Note 8 Dual SIM TD-LTE;;
17252;1;One Touch Fire E 6015A;;
17253;1;One Touch Fire E 6015X;;
17254;1;One Touch Fire C 2G Dual SIM 4020E;;
17255;1;One Touch Fire C 2G 4020A;;
17256;1;One Touch Fire C 2G Dual SIM 4020D;;
17257;1;One Touch Fire C 2G 4020X;;
17258;1;One Touch Pop C2 4032A;;
17259;1;One Touch Pop C2 Dual SIM 4032E;;
17260;1;One Touch Pop C2 4032X;;
17261;1;One Touch Pop C2 Dual SIM 4032D;;
17262;1;One Touch Idol 2 mini L Dual SIM 6014D;;
17263;1;One Touch Idol 2 mini L 6014X;;
17264;1;One Touch POP D1 4018A;;
17265;1;One Touch POP D1 4018X;;
17266;1;One Touch POP D1 4018M;;
17267;1;One Touch POP D1 Dual SIM 4018E;;
17268;1;One Touch POP D1 Dual SIM 4018D;;
17269;1;Blade L3 g01;;
17270;1;Q508U Dual SIM TD-LTE;;
17271;1;Blade A430 LTE;;
17272;1;Blade V2 LTE EMEA;;
17273;1;Hongmi 4G / Redmi 4G Dual SIM TD-LTE 2014502;;
17274;1;SM-N915W8 Galaxy Note Edge 4G LTE;;Active stylus
17275;2;Mediapad T1 10 Pro LTE T1-A21L;;
17276;1;Mi Note Dual SIM TD-LTE 64GB 2014616;Xiaomi Virgo;Haptic touch feedback
17277;1;Desire Eye 4G LTE EMEA M910n;;Haptic touch feedback
17278;1;5703A Dual SIM;;
17279;1;SM-N916L Galaxy Note 4 S-LTE;;Active stylus
17280;1;SM-J100FN Galaxy J1 LTE;;
17281;1;HS-E602T Dual SIM TD-LTE;;
17282;1;G720C Dual SIM TD-LTE;;
17283;1;5313S Dual SIM TD-LTE;;
17284;1;Dashen F2 8675-A Dual SIM TD-LTE;;
17285;1;P516L Dual SIM TD-LTE;;
17286;1;M2L Dual SIM TD-LTE;;
17287;1;Lumia 532;;
17288;1;R3006 Mirror 3 Dual SIM;;
17289;1;Mi Note Pro Dual SIM TD-LTE 2015021;;
17290;1;Mi Note Dual SIM TD-LTE 16GB 2014617;Xiaomi Virgo;Haptic touch feedback
17291;1;Lumia 435 NA;;
17292;1;Lumia 435 DTV Dual SIM;;
17293;2;Xperia Z3 Tablet Compact;;
17294;1;One Touch Pixi 3 4.0 3G Dual SIM 4013E;;
17295;1;One Touch Pixi 3 4.0 3G 4013M;;
17296;1;One Touch Pixi 3 4.0 Dual SIM 4013D;;
17297;1;One Touch Pixi 3 4.0 3G 4013X;;
17298;1;Lumia 532 Dual SIM;;
17299;1;M2T Dual SIM TD-LTE;;
17300;1;SM-J100F Galaxy J1 LTE;;
17301;1;Cosmos One Plus Dual SIM TD-LTE;;
17302;1;One Touch Hero 2C 16GB;;
17303;1;One Touch POP 2 4.0 LTE 4045A;;
17304;1;One Touch POP 2 4.0 LTE 4045X;;
17305;1;One Touch POP 2 4.0 Dual SIM LTE 4045E;;
17306;1;SM-G720AX Galaxy Grand 3 LTE;;
17307;1;One Touch POP 2 4.0 Dual SIM LTE 4045D;;
17308;1;One Touch POP 2 5.0 Dual SIM LTE 7043E;;
17309;1;5705A Dual SIM;;
17310;1;Vivo X5S 4G Dual SIM TD-LTE;;
17311;1;One Touch POP 2 5.0 LTE 7043A;;
17312;1;AQ5000 Canvas Hue Dual SIM;;
17313;1;Y60 Dual SIM TD-LTE;;
17314;1;US828R TD-LTE;;
17315;1;Focus ZP720 Dual SIM LTE;;
17316;1;One Touch POP 2 5.0 LTE 7043Y;;
17317;1;Dazen X7 4G Dual SIM TD-LTE 16GB;;
17318;1;G719C Dual SIM TD-LTE;;
17319;6;YOGA 3 11;;
17320;6;Flex 3 11;;
17321;1;One Touch Pixi 3 3.5 EMEA OT-4009X;TCL 4009;Haptic touch feedback
17322;1;One Touch Pixi 3 3.5 Dual SIM EMEA OT-4009D;TCL 4009;Haptic touch feedback
17323;1;One Touch Pixi 3 3.5 LATAM OT-4009A / OT-4008A;TCL 4009;Haptic touch feedback
17324;1;D810L Studio Energy Dual SIM;;
17325;1;D750L Studio X 5.0 Dual SIM;;
17326;1;D750U Studio X 5.0 Dual SIM;;
17327;1;Lemon A6000 Dual SIM LTE;;
17328;1;ZP999 Lion Heart Dual SIM LTE;;
17329;1;ZP320+ Dual SIM LTE;;
17330;1;D810U Studio Energy Dual SIM;;
17331;1;One Touch Pixi 3 4.0 Dual SIM LTE OT-4050D;;
17332;1;One Touch Pixi 3 4.0 LTE OT-4050X;;
17333;1;One Touch Pixi 3 4.0 LTE OT-4050A;;
17334;2;One Touch POP 10 P350X;;
17335;1;ZP520+ Dual SIM LTE;;
17336;1;Magic ZP920 Dual SIM LTE;;
17337;1;IQ4516 Tornado Dual SIM;;
17338;1;Phone 7 Dual SIM LTE;;
17339;2;Pro Tablet 408 G1 32GB;;
17340;2;A7-30 Tab WiFi 8GB / A3300;;
17341;1;BlackBerry Classic Q20 4G LTE SQC100-4;RIM Kopi;
17342;1;Life One XL 4G LTE;;
17343;1;Vivo Air;;
17344;1;BlackBerry Classic Q20 4G LTE SQC100-2;RIM Kopi;
17345;3;W120L Audi G Watch;;
17346;1;IM5 Smartphone;;
17347;1;Vphone V2;;
17348;1;Lumia 930 Gold 4G LTE;Nokia Martini;
17349;1;Lumia 830 Gold 4G LTE;Nokia Tesla;
17350;1;One Touch POP 2 5.0 Premium LTE 7044Y;;
17351;1;One Touch POP 2 5.0 Premium LTE 7044A;;
17352;1;SM-E700M/DS Galaxy E7 Duos 4G LTE;;
17353;1;One Touch Pixi 3 3.5 Dual SIM LATAM OT-4009E;TCL 4009;Haptic touch feedback
17354;1;One Touch Pixi 3 4.0 Dual SIM LTE OT-4050J;;
17355;3;OneTouch Watch;;
17356;1;One Touch Pixi 3 4.5 Dual SIM 3G 4027D;;
17357;1;SM-G310R5 GreatCall Touch3 / Jitterbug Touch 3;;
17358;1;GT-i8190L Galaxy S III Mini;Samsung Golden;
17359;1;Xperia C3 Dual TD-LTE S55t;;
17360;1;Xperia C3 Dual TD-LTE S55u;;
17361;2;Tab 2 A7-30 WiFi 16GB;;
17362;2;Tab 2 A7-30 3G 32GB;;
17363;1;Moto X Pro TD-LTE XT1115 32GB;Motorola Shamu;
17364;1;One Touch Pixi 3 5.0 3G 5015X;;
17365;1;One Touch Pixi 3 5.0 Dual SIM 3G LATAM;;
17366;1;One Touch Pixi 3 5.0 Dual SIM LTE EMEA;;
17367;1;One Touch Pixi 3 5.0 Dual SIM LTE LATAM;;
17368;1;BlackBerry Classic Q20 4G LTE SQC100-5;RIM Kopi;
17369;3;SmartWatch 3 Stainless Steel;;
17370;1;6607 U3 TD-LTE;;
17371;1;Moto G 2nd Gen Dual 4G TD-LTE XT1079 8GB;Motorola Titan;
17372;1;X1 Xtreme Mini;;
17373;1;Mi5 Pro Dual SIM TD-LTE 64GB 2015201 / Mi5 Extreme Edition;Xiaomi Gemini;
17374;1;Desire 826 Dual SIM TD-LTE D826t 16GB;HTC A52;
17375;2;Tab 2 A7-10 WiFi 8GB / A7-10F Adam;;
17376;1;SM-E500F/DS Galaxy E5 Duos 4G LTE;;
17377;1;SM-E700F/DS Galaxy E7 Duos 4G LTE;;
17378;1;Impera M Dual SIM;;
17379;6;ThinkPad X1 Carbon 512GB;;
17380;1;AD3520 Bolt Dual SIM;;
17381;1;P90 Dual SIM LTE;;
17382;2;MF97B SPro2 Smart Projector;;Built-in projector
17383;1;ZenFone Zoom ZX551ML TD-LTE TW JP 128GB;;
17384;1;Vibe X2 PRO Dual SIM LTE;;
17385;1;Grand X MAX+ 4G LTE;;
17386;1;ZenFone 2 4G LTE TW ZE551ML 64GB;;
17387;1;Desire 320 NA;;
17388;1;Moto X 2nd Gen 4G TD-LTE XT1085 16GB;;
17389;1;F510L G Flex2 LTE-A;LG Z2;
17390;1;Hongmi 2 4G / Redmi 2 Dual SIM TD-LTE 2014812;;
17391;2;MF97A Sprint LivePro Smart Projector;;Built-in projector
17392;1;IQ X LEON Dual SIM LTE;;
17393;2;Elements 80b Helium Dual SIM LTE;;
17394;1;Xolo Q700 Club;;
17395;1;Staraddict 4 LTE;;
17396;1;Liquid Z410 4G LTE;;
17397;1;F5 4G LTE;;
17398;1;Imperial II 4G LTE;;
17399;1;B502 Dual SIM;;
17400;1;E82L TD-LTE Dual SIM;;
17401;2;Predator 7 Tablet;;
17402;1;Mizu M500 Dual SIM;;
17403;1;Mizu M400 Dual SIM;;
17404;1;Lumia 1330 Dual SIM;;
17405;1;BlackBerry Z3 STJ100-2;RIM Jakarta;Haptic touch feedback
17406;1;Xolo Play 8X-1020 Dual SIM;;
17407;2;Stream 8 5901tw;;
17408;1;P3000s Dual SIM LTE;;
17409;1;S6 Plus;;
17410;1;SM-G360V Galaxy Core Prime;Samsung G360;
17411;1;Hongmi 2 4G / Redmi 2 Dual SIM TD-LTE 2014813;;
17412;1;S316 Dual SIM TD-LTE;;
17413;1;Aster T VM-01T TD-LTE;;
17414;1;Ascend G7-TL00 Dual SIM TD-LTE;;
17415;1;New Moto X / Moto X 2nd Gen LTE-A Pure Edition XT1095 64GB;;
17416;1;P10 Dual SIM;;
17417;1;SM-N916K Galaxy Note 4 S-LTE;;Active stylus
17418;1;SM-Z130H/DS Z1 Duos;;
17419;1;Tornado 348;;
17420;1;Y650Q Studio 6.0 LTE;;
17421;1;One M9 XLTE HTC6535LVW;HTC Hima;
17422;1;D700a Studio 7.0;;
17423;1;P8 Pro Dual SIM;;
17424;1;D700i Studio 7.0;;
17425;1;GSmart Mika M3 Dual SIM;;
17426;1;P6000 Dual SIM LTE;;
17427;1;G5 Dual SIM;;
17428;1;G6 Dual SIM;;
17429;1;N958st V5 Max TD-LTE Dual SIM;;
17430;2;Galaxy Tab4 7.0 LTE 403SC;Samsung Degas;
17431;1;i709M Dual SIM TD-LTE;;
17432;1;N3 Dual SIM 4G TD-LTE N5209;;
17433;1;3005 Dual SIM TD-LTE;;
17434;3;Watch Steel 401S / 401SS;;
17435;3;Watch 301;;
17436;1;SM-N915G Galaxy Note Edge TD-LTE;;Active stylus
17437;1;Z667T Zinger;;
17438;1;Vibe X2-TO TD-LTE;;
17439;1;Vibe X2-AP Dual SIM 4G TD-LTE;;
17440;1;Honor 3C Dual SIM H30-U10;;
17441;1;SM-G313HU/DD Galaxy S Duos 3;;
17442;1;au Fx0 LGL25;;
17443;1;Hongmi 2 4G / Redmi 2 Dual SIM TD-LTE 2014811;;
17444;1;Mi4 4G TD-LTE 16GB 2014719;Xiaomi Leo;
17445;1;Hongmi Note 1 / Redmi Note 4G TD-LTE 2014021;Xiaomi Dior;
17446;1;Mi4 CDMA 16GB 2014218;Xiaomi Leo;
17447;1;Hongmi 1s / Redmi 1s TD Dual SIM 2014011;Xiaomi Armani;Haptic touch feedback
17448;1;Hongmi 1s / Redmi 1s Dual SIM 2014012;Xiaomi Armani;Haptic touch feedback
17449;1;Hongmi / Redmi 2013022;Xiaomi Red Rice;
17450;1;Andi 4F Waves Dual SIM;;
17451;1;Andi5 Stallion Dual SIM;;
17452;1;Andi 5K Panther Dual SIM;;
17453;1;Andi 5S Cobalt3 Dual SIM;;
17454;1;Andi 4.5M Enigma Dual SIM;;
17455;1;One M9 TD-LTE M9u;HTC Hima;
17456;1;X100Q Studio Mini LTE;;
17457;1;GSmart Guru GX Dual SIM LTE;;
17458;1;N9130 Speed;;
17459;1;M518 Dual SIM LTE;;
17460;1;SM-G530FZ Galaxy Grand Prime LTE;Samsung Fortuna;Haptic touch feedback
17461;1;R5 4G LTE R8106;;
17462;1;ZX1001 TD-LTE;;
17463;1;SM-G360GY Galaxy Core Prime TD-LTE;Samsung G360;Haptic touch feedback
17464;1;Honor Spree 4x Dual SIM TD-LTE Che2-TL00 / Che2-TL00M;Huawei Cherry Plus;
17465;1;m1 note M463C Dual SIM CDMA 32GB;Meizu Meilan Note;Haptic touch feedback
17466;1;MI-1S CDMA 2012053;;
17467;1;MultiPhone PSP5455 DUO;;Haptic touch feedback
17468;1;MultiPhone PSP5504 DUO;;Haptic touch feedback
17469;1;SM-G7108 Galaxy Grand 2 TD;;
17470;1;SM-A7000 Galaxy A7 Duos TD-LTE;;
17471;1;3008 Dual SIM LTE;;
17472;1;BlackBerry Leap 4G LTE / Z20 STR100-2;RIM Rio;
17473;1;Dashen F2 8675-FHD Dual SIM TD-LTE;;
17474;1;Andi 4L Pulse;;
17475;2;Mediapad T1 8.0 WiFi T1-821W;;
17476;1;M5 Dual SIM TD-LTE;;
17477;1;V989 TD-LTE;;
17478;2;P490L G Pad 8.0 4G LTE / G Tablet 8.0;;
17479;1;SM-A700S Galaxy A7 LTE;;
17480;1;SM-A700K Galaxy A7 LTE;;
17481;1;SM-A700L Galaxy A7 LTE;;
17482;1;m1 note M463M Dual SIM TD-LTE 16GB;Meizu Meilan Note;Haptic touch feedback
17483;1;Vivo Y29L TD-LTE;;
17484;1;Y75 Dual SIM TD-LTE;;
17485;1;Y80-C TD-LTE;;
17486;1;8690 TD-LTE;;
17487;1;A3800-d TD-LTE;;
17488;1;A3600-d TD-LTE;;
17489;1;R1C R8200 TD-LTE Dual SIM;;
17490;1;3007 Dual SIM TD-LTE;;
17491;1;M2M Memeda 3N TD-LTE Dual SIM;;
17492;1;ivvi S6 Dual SIM TD-LTE;;
17493;1;Star 2 TD-LTE S2007;;
17494;1;SM-G360M Galaxy Core Prime TD-LTE;Samsung G360;
17495;1;Raven Che-A1 H892L LTE / Honor 4X H892C;Huawei Cherry;
17496;1;SM-A500Y Galaxy A5 LTE;;
17497;1;AO5510 YUREKA TD-LTE Dual SIM;;
17498;1;Ascend SnapTo G620-A2 H891L LTE;;Haptic touch feedback
17499;1;Precious G7 Dual SIM;;
17500;1;P5000 Dual SIM;;
17501;2;Shared Board TT302;;
17502;2;Shared Board TT300;;
17503;2;Shared Board TT301;;
17504;2;10T550-B560K Tab Book Duo;;
17505;1;MultiPhone PSP5508 DUO;;Haptic touch feedback
17506;1;Multiphone PSP5517 DUO;;Haptic touch feedback
17507;2;MultiPad 10.1 MUZE 5011 Dual SIM PMT5011;;
17508;1;Nokia Lumia 635 LTE;Nokia Moneypenny;
17509;1;Titanium S25 Klick Dual SIM;;
17510;1;Honor 6 Plus PE-UL00 Dual SIM TD-LTE 16GB / Honor 6X;Huawei Pine;
17511;1;Honor 6 Plus PE-TL00M Dual SIM TD-LTE;Huawei Pine;
17512;1;Honor 6 Plus PE-CL00 Dual SIM CDMA;Huawei Pine;
17513;1;Honor 6 Plus PE-TL10 Dual SIM TD-LTE 32GB;Huawei Pine;
17514;1;Iris fuel60 Dual SIM;;
17515;1;SM-G720N0 Galaxy Grand Max LTE;;
17516;1;SM-A300YZ Galaxy A3 LTE;;
17517;2;dtab d-01G / Mediapad M1 8.0 LTE S8-304LD;;
17518;1;BlackBerry Classic Q20 4G LTE SQC100-3;RIM Kopi;
17519;1;Xperia E4 Dual E2115;Sony Jasmine DS;
17520;1;Lumia 435 Dual SIM;;
17521;1;FonePad 7 FE7350CXG;;
17522;1;FonePad 7 FE375CG Dual SIM 8GB;;
17523;2;FonePad 8 FE8030CXG;;
17524;2;FonePad 8 FE380CXG Dual SIM;;
17525;1;FonePad 7 FE375CG Dual SIM 16GB;;
17526;1;SM-G7200 Galaxy Grand 3 Duos TD-LTE;;
17527;1;SM-A700YD Galaxy A7 Duos LTE;;
17528;1;SM-A700FD Galaxy A7 Duos LTE;;Haptic touch feedback
17529;1;Aqua Power Dual SIM;;
17530;1;Vivo X5V 4G Dual SIM TD-LTE;;
17531;1;M530 Dual SIM TD-LTE;;
17532;1;K80M TD-LTE;;
17533;1;8713 Dual SIM TD-LTE;;
17534;1;Q205T TD-LTE;;
17535;1;P500M TD-LTE Dual SIM;;
17536;1;P55U TD-LTE;;
17537;1;SM-A500L Galaxy A5 LTE;;
17538;1;SM-A500K Galaxy A5 LTE;;
17539;1;SM-A500S Galaxy A5 LTE;;
17540;1;F-160LV Optimus LTE 2;;
17541;1;F200L Optimus Vu II;;
17542;1;Aqua Amaze Dual SIM;;
17543;1;D722J G3 Beat LTE;LG B2 Mini;
17544;1;Turbo Dual SIM;;
17545;1;SM-N916S Galaxy Note 4 S-LTE;;Active stylus
17546;1;Selfie Dual SIM;;
17547;1;Q2S-C TD-LTE;;
17548;1;A255 Canvas Selfie;;
17549;1;SM-A300FU Galaxy A3 LTE;;
17550;2;SM-T337T Galaxy Tab 4 8.0 LTE;Samsung Millet;
17551;1;Liquid Jade S S56 Dual SIM LTE;;
17552;1;G3 F460K LTE-A Cat. 6;;
17553;1;G3 F460S LTE-A Cat. 6;;
17554;1;Dashen F2 8675-S01 Dual SIM LTE;;
17555;1;Vivo X5F 4G TD-LTE;;
17556;1;Q7 TD-LTE;;
17557;1;i708U Dual SIM TD-LTE;;
17558;2;One Touch POP 8 P320A;;
17559;2;One Touch POP 7 P310A;;
17560;1;B50 LTE Dual SIM;;
17561;1;F430L Gx2 4G LTE;LG B2LN;
17562;1;A311 Canvas Nitro;;
17563;1;MultiPad 4 Diamond 7.0 3G PMP7070;;
17564;1;P518L TD-LTE;;
17565;1;A99 Canvas XPRESS;;
17566;1;AQUOS PHONE SH-M01;;
17567;1;Xolo Q710s Dual SIM;;
17568;1;Xolo Omega 5.0 Dual SIM;;
17569;1;Xolo Omega 5.5 Dual SIM;;
17570;1;Lumia 1030 4G LTE;Nokia McLaren;
17571;1;Dashen F1 Plus 8297-T01 Dual SIM 4G TD-LTE;;
17572;1;One Touch POP D3 4037X;;
17573;1;One Touch POP D3 4037A;;
17574;1;One Touch POP D3 4035A;;
17575;1;One Touch POP D3 4035Y;;
17576;1;One Touch POP D3 4036E Dual SIM DTV;;
17577;1;SM-N910U Galaxy Note 4 LTE;Samsung Muscat;Active stylus
17578;1;Ascend Alek 4G G620S-L02 LTE;;
17579;1;SM-G360F Galaxy Core Prime LTE;Samsung G360;Haptic touch feedback
17580;1;One Touch POP D3 4035X;;
17581;1;SM-A700H/DS Galaxy A7 Duos;;
17582;1;SM-A500FU Galaxy A5 LTE;;
17583;1;One Touch POP D3 4035D Dual SIM;;
17584;1;F520K AKA 4G LTE;;
17585;1;SM-N910G Galaxy Note 4 TD-LTE;Samsung Muscat;Active stylus
17586;2;Performance Tablet WiFi;;
17587;1;Vivo X3V TD-LTE;;
17588;2;MultiPad Thunder 7.0i 3377 WiFi PMT3377;;
17589;1;X002 Pegasus TD-LTE;;
17590;1;Vivo Y628 Dual SIM TD-LTE;;
17591;2;Mediapad T1 8.0 Pro 4G TD-LTE T1-821L;;
17592;1;Elements 50 Cesium LTE Dual SIM;;
17593;1;S90-L Sisley LTE;;
17594;1;i8 LTE;;
17595;1;Honor 6 H60-L02 Dual SIM TD-LTE;Huawei Mulan;
17596;1;Honor 6 H60-L01 4G TD-LTE;Huawei Mulan;
17597;1;U W2015 Dual SIM TD-LTE;;
17598;2;SM-T230NT Galaxy Tab 4 7.0 TV WiFi / SM-T230NU;Samsung Degas;
17599;1;BlackBerry Passport 4G LTE SQW100-3 / SQW100-03;RIM Windermere;Haptic touch feedback
17600;1;Iris Win1 Dual SIM;;
