DeviceID,BrandID,ModelID,DisplayID,CameraID,ConnectivityID,OSID,PhysicalSpecID,ReleasedYear,ReleasedAnnounced
18073,5,18169,3089,10079,401,320,10722,2014,2014-07-01
18074,5,18170,1666,10079,401,320,10621,2014,2014-07-01
18075,465,18171,2306,10483,493,150,9908,2014,2014-07-01
18076,541,18172,2185,10444,261,405,10871,2014,2014-07-01
18077,50,18173,1886,10685,261,320,10872,2014,2014-07-01
18078,108,18174,2814,11592,375,320,10792,2014,2014-07-01
18079,108,18175,1908,10079,249,320,10772,2014,2014-07-01
18080,5,18176,2665,11672,493,150,10644,2014,2014-07-01
18081,42,18177,2522,11581,493,150,10837,2014,2014-07-01
18082,169,18178,2801,10079,261,477,10873,2014,2014-07-01
18083,530,18179,2275,10079,261,477,10874,2014,2014-07-01
18084,41,18180,2245,10685,261,320,10875,2014,2014-07-01
18085,31,18181,2336,10685,428,320,10876,2014,2014-07-01
18086,26,18182,2712,10506,428,477,10877,2014,2014-07-01
18087,41,18183,2928,10711,401,477,10878,2014,2014-07-01
18088,542,18184,2051,10989,261,473,10879,2014,2014-07-01
18089,379,18185,1886,10079,261,320,10880,2014,2014-07-01
18090,543,18186,2051,11095,261,477,10881,2014,2014-07-01
18091,496,18187,3107,10079,428,320,10866,2014,2014-07-01
18092,5,18188,2877,11626,508,150,10272,2014,2014-07-01
18093,156,18189,2783,10760,493,320,10882,2014,2014-07-01
18094,118,18190,2185,11018,261,320,10883,2014,2014-07-01
18095,397,18191,2411,10079,401,320,10884,2014,2014-07-01
18096,5,18192,2603,11636,254,150,10489,2014,2014-07-01
18097,30,18193,2555,10685,401,150,10885,2015,2015-07-01
18098,535,18194,3109,11441,620,320,4559,2014,2014-07-01
18099,253,18195,3110,11271,551,460,10886,2014,2014-07-01
18100,341,18196,2571,10365,261,320,10887,2014,2014-07-01
18101,108,18197,2837,11569,401,320,10888,2014,2014-07-01
18102,341,18198,2275,10079,261,320,10889,2014,2014-07-01
18103,13,18199,2091,10365,251,320,9692,2015,2015-07-01
18104,243,18200,1511,10685,249,320,10890,2014,2014-07-01
18105,433,18201,3111,11694,551,460,10891,2014,2014-07-01
18106,11,18202,3112,11695,551,460,10892,2014,2014-07-01
18107,11,18203,3111,11695,551,460,10893,2014,2014-07-01
18108,138,18204,2238,11696,401,320,10894,2014,2014-07-01
18109,49,18205,2947,11602,250,150,10606,2014,2014-07-01
18110,2,18206,3102,10297,617,519,10811,2014,2014-07-01
18111,350,18207,2783,11519,493,320,10895,2014,2014-07-01
18112,162,18208,1784,10365,406,477,10896,2014,2014-07-01
18113,5,18209,2665,11672,493,150,10897,2014,2014-07-01
18114,108,18210,3113,11588,551,460,10898,2014,2014-07-01
18115,501,18211,2185,10365,261,405,10899,2014,2014-07-01
18116,544,18212,3114,11697,621,328,10900,2011,2011-07-01
18117,5,18213,3115,11271,551,460,10901,2014,2014-07-01
18118,50,18214,3116,10030,251,320,10902,2014,2014-07-01
18119,118,18215,1834,11192,401,320,10903,2014,2014-07-01
18120,5,18216,2665,11672,493,150,10897,2014,2014-07-01
18121,253,18217,3115,11271,551,460,10904,2014,2014-07-01
18122,41,18218,2801,11655,261,477,10905,2014,2014-07-01
18123,501,18219,1511,11698,382,405,10906,2014,2014-07-01
18124,545,18220,3117,10365,530,523,10907,2011,2011-07-01
18125,533,18221,2665,11603,489,405,10908,2014,2014-09-04
18126,545,18222,3118,10444,530,523,10909,2011,2011-07-01
18127,545,18223,3119,10444,530,523,10910,2011,2011-07-01
18128,138,18224,2051,10771,401,320,10911,2014,2014-07-01
18129,138,18225,3120,11699,453,320,10912,2014,2014-07-01
18130,546,18226,2555,10506,622,320,10913,2014,2014-07-01
18131,5,18227,3121,10079,251,320,10914,2014,2014-07-01
18132,5,18228,3121,10079,401,150,10914,2014,2014-07-01
18133,5,18229,3121,10079,250,150,10914,2014,2014-07-01
18134,5,18230,3121,10079,250,150,10914,2014,2014-07-01
18135,462,18231,2212,10079,401,320,10915,2014,2014-07-01
18136,21,18232,2927,10711,401,320,10399,2014,2014-07-01
18137,31,18233,2051,10771,249,473,10916,2014,2014-07-01
18138,50,18234,2807,11700,250,320,10917,2014,2014-07-01
18139,184,18235,1511,10079,249,320,10918,2014,2014-07-01
18140,520,18236,3122,11018,261,473,10919,2014,2014-07-01
18141,13,18237,2245,11701,261,477,10920,2014,2014-07-01
18142,108,18238,2785,11493,493,320,10870,2014,2014-07-01
18143,108,18239,2814,11702,261,320,10921,2014,2014-07-01
18144,108,18240,3072,11703,249,320,10922,2014,2014-07-01
18145,118,18241,2185,10444,406,473,10923,2014,2014-07-01
18146,2,18242,2672,11704,617,519,10815,2014,2014-07-01
18147,73,18243,1511,10079,591,320,10924,2014,2014-07-01
18148,73,18244,1511,10079,591,320,10924,2014,2014-07-01
18149,118,18245,1511,10079,249,320,10925,2014,2014-07-01
18150,267,18246,1511,10685,261,320,10926,2014,2014-07-01
18151,439,18247,2185,10444,261,405,10927,2014,2014-07-01
18152,439,18248,2185,10444,261,405,10928,2014,2014-07-01
18153,28,18249,2581,10444,249,477,10929,2014,2014-07-01
18154,439,18250,1908,10365,261,405,10930,2014,2014-07-01
18155,439,18251,2545,10365,261,405,10931,2014,2014-07-01
18156,439,18252,2275,10365,261,405,10932,2014,2014-07-01
18157,108,18253,2793,10079,411,320,10933,2014,2014-07-01
18158,50,18254,1886,10079,408,320,9678,2014,2014-07-01
18159,168,18255,1511,10079,261,320,10934,2014,2014-07-01
18160,539,18256,1908,11018,249,320,10935,2014,2014-07-01
18161,5,18257,2877,11626,508,150,10272,2014,2014-07-01
18162,5,18258,1666,10079,250,320,10936,2014,2014-07-01
18163,5,18259,1666,10079,401,320,10937,2014,2014-07-01
18164,5,18260,3089,10079,401,320,10938,2014,2014-07-01
18165,5,18261,1666,10079,251,320,10937,2014,2014-07-01
18166,156,18262,3123,11519,493,320,10939,2014,2014-07-01
18167,5,18263,2627,11301,622,477,10940,2014,2014-07-01
18168,138,18264,3124,10771,371,473,10941,2013,2013-07-01
18169,138,18265,3125,10771,527,473,10942,2014,2014-07-01
18170,138,18266,1615,11018,261,473,10943,2014,2014-07-01
18171,5,18267,3092,10079,614,320,10944,2014,2014-07-01
18172,5,18268,3126,11046,401,477,10945,2014,2014-07-01
18173,108,18269,2752,10568,508,473,10946,2014,2014-07-01
18174,5,18270,3085,10079,616,477,10947,2014,2014-07-01
18175,5,18271,3085,10079,614,524,10947,2014,2014-07-01
18176,250,18272,1511,10365,401,319,10948,2014,2014-07-01
18177,250,18273,2571,10365,401,319,10949,2014,2014-07-01
18178,5,18274,2747,11569,248,259,10390,2014,2014-07-01
18179,138,18275,1511,10685,375,477,10950,2014,2014-07-01
18180,138,18276,2185,10444,261,477,10951,2014,2014-07-01
18181,138,18277,3127,10685,251,473,10952,2014,2014-07-01
18182,487,18278,2783,11634,493,501,10164,2014,2014-07-01
18183,108,18279,2706,10079,623,320,10476,2014,2014-07-01
18184,5,18280,2665,11672,493,150,10953,2014,2014-07-01
18185,408,18281,2783,11118,493,320,10954,2014,2014-07-01
18186,5,18282,1508,11473,249,320,8436,2014,2014-07-01
18187,5,18283,3128,10079,251,477,10955,2014,2014-07-01
18188,501,18284,2507,10079,582,473,10440,2014,2014-07-01
18189,31,18285,2972,10444,261,477,10956,2014,2014-07-01
18190,108,18286,1782,10989,551,473,10957,2014,2014-07-01
18191,108,18287,3129,11588,560,515,10958,2013,2013-07-01
18192,108,18288,3129,10989,248,515,10959,2013,2013-07-01
18193,253,18289,1511,10685,261,320,10960,2014,2014-07-01
18194,354,18290,2245,10079,261,477,10961,2014,2014-07-01
18195,243,18291,2507,10079,261,320,10962,2014,2014-07-01
18196,50,18292,3059,11705,261,320,10963,2014,2014-07-01
18197,459,18293,2598,10771,364,320,10964,2014,2014-07-01
18198,108,18294,2051,10704,249,320,10965,2014,2014-07-01
18199,108,18295,2785,11493,493,320,10966,2014,2014-07-01
18200,50,18296,1784,11705,261,320,10967,2014,2014-07-01
18201,31,18297,1976,11706,261,320,10968,2014,2014-07-01
18202,65,18298,2571,10079,411,477,10969,2014,2014-07-01
18203,65,18299,2545,10079,261,477,10970,2014,2014-07-01
18204,50,18300,1511,11611,261,320,10971,2014,2014-07-01
18205,168,18301,2225,10444,261,477,10972,2014,2014-07-01
18206,168,18302,1968,10444,261,320,10973,2014,2014-07-01
18207,31,18303,1834,10192,250,320,10974,2014,2014-07-01
18208,5,18304,2980,11569,401,320,10975,2014,2014-07-01
18209,26,18305,1511,10029,401,320,10976,2014,2014-07-01
18210,333,18306,1511,10079,261,405,10977,2014,2014-07-01
18211,5,18307,1666,10079,428,320,10936,2014,2014-07-01
18212,56,18308,2365,11707,249,405,10978,2014,2014-07-01
18213,56,18309,2365,11708,249,405,10978,2014,2014-07-01
18214,21,18310,1834,11423,251,483,10979,2015,2015-07-01
18215,21,18311,1834,11423,251,320,10980,2014,2014-07-01
18216,31,18312,1511,10079,251,320,10981,2014,2014-07-01
18217,243,18313,2545,10079,249,320,10982,2014,2014-07-01
18218,56,18314,2365,11708,249,405,10978,2014,2014-07-01
18219,108,18315,2793,10079,261,320,10983,2014,2014-07-01
18220,56,18316,2365,11707,249,405,10978,2014,2014-07-01
18221,65,18317,1886,10029,261,320,10984,2014,2014-07-01
18222,459,18318,2598,10771,401,320,10779,2014,2014-07-01
18223,459,18319,2598,10771,401,320,10779,2014,2014-07-01
18224,471,18320,2967,10079,428,320,10985,2014,2014-07-01
18225,31,18321,1834,10209,251,320,9902,2014,2014-07-01
18226,512,18322,2051,10771,249,473,10986,2014,2014-07-01
18227,108,18323,2793,10079,411,320,10983,2014,2014-07-01
18228,56,18324,3061,11709,435,486,10987,2014,2014-07-01
18229,185,18325,1511,10263,411,477,10988,2014,2014-07-01
18230,341,18326,1968,10528,435,320,10989,2014,2014-07-01
18231,28,18327,2971,10079,261,320,10990,2014,2014-07-01
18232,108,18328,2793,10079,411,320,10051,2014,2014-07-01
18233,243,18329,2091,11086,249,320,10991,2014,2014-07-01
18234,5,18330,2975,11539,261,320,10992,2014,2014-07-01
18235,547,18331,2765,11710,261,473,10993,2013,2013-07-01
18236,547,18332,1834,11711,250,473,10994,2014,2014-07-01
18237,118,18333,2507,10365,261,477,10995,2014,2014-07-01
18238,405,18334,3017,11712,387,473,10996,2014,2014-07-01
18239,41,18335,2091,10444,261,320,10997,2014,2014-07-01
18240,11,18336,3130,10989,563,473,10998,2013,2013-07-01
18241,451,18337,2598,10771,251,320,10999,2014,2014-07-01
18242,451,18338,2598,10771,364,320,10999,2014,2014-07-01
18243,108,18339,3049,10079,249,320,11000,2014,2014-07-01
18244,108,18340,2793,10079,411,320,10051,2014,2014-07-01
18245,108,18341,2272,11017,261,320,11001,2014,2014-07-01
18246,108,18342,3122,11703,261,320,11002,2014,2014-07-01
18247,11,18343,1968,11713,408,320,11003,2014,2014-07-01
18248,108,18344,2793,10079,411,320,10983,2014,2014-07-01
18249,108,18345,2837,10985,261,320,11004,2014,2014-07-01
18250,156,18346,2948,11692,314,320,11005,2014,2014-07-01
18251,547,18347,3131,11710,401,473,11006,2013,2013-07-01
18252,547,18348,1784,11714,251,473,11007,2014,2014-07-01
18253,168,18349,1511,11078,249,473,11008,2013,2013-07-01
18254,169,18350,2225,11715,261,320,11009,2014,2014-07-01
18255,50,18351,2245,10079,261,320,11010,2014,2014-07-01
18256,50,18352,1908,10444,261,320,11011,2014,2014-07-01
18257,427,18353,2571,10079,249,320,11012,2014,2014-07-01
18258,118,18354,1511,10079,401,320,11013,2014,2014-07-01
18259,547,18355,3131,11710,401,473,11014,2014,2014-07-01
18260,547,18356,2565,11711,250,320,11015,2014,2014-07-01
18261,341,18357,2245,11716,406,320,11016,2014,2014-07-01
18262,168,18358,2571,10079,261,477,11017,2014,2014-07-01
18263,547,18359,2555,11717,250,473,11018,2014,2014-07-01
18264,13,18360,2804,11714,401,477,11019,2014,2014-07-01
18265,5,18361,2365,10436,261,320,11020,2014,2014-07-01
18266,42,18362,2522,11581,493,150,10631,2014,2014-07-01
18267,31,18363,2225,11504,261,473,11021,2014,2014-07-01
18268,5,18364,3132,11718,249,320,11022,2014,2014-07-01
18269,5,18365,3132,11203,249,320,11023,2014,2014-07-01
18270,5,18366,3132,11203,375,320,11024,2014,2014-07-01
18271,118,18367,2225,11655,261,477,11025,2014,2014-07-01
18272,5,18368,2846,11719,251,320,11026,2014,2014-07-01
18273,5,18369,1666,10079,251,320,10936,2014,2014-07-01
18274,118,18370,2091,10664,251,320,11027,2014,2014-07-01
18275,5,18371,3133,10079,527,525,11028,2011,2011-07-01
18276,5,18372,3133,10079,527,526,11028,2011,2011-07-01
18277,5,18373,3133,10079,527,526,11028,2011,2011-07-01
18278,5,18374,3133,10079,594,527,11028,2011,2011-07-01
18279,5,18375,3133,10079,582,528,11028,2011,2011-07-01
18280,5,18376,1666,10079,401,320,10936,2014,2014-07-01
18281,341,18377,2185,11546,261,320,11029,2014,2014-07-01
18282,108,18378,2793,10079,375,320,8668,2014,2014-07-01
18283,156,18379,3134,11692,314,320,11005,2014,2014-07-01
18284,118,18380,2545,10079,261,320,11030,2014,2014-07-01
18285,138,18381,3077,10079,261,320,11031,2014,2014-07-01
18286,138,18382,2735,10079,249,473,11032,2013,2013-07-01
18287,138,18383,1834,10029,261,473,11033,2013,2013-07-01
18288,354,18384,2415,10685,313,320,11034,2015,2015-07-01
18289,41,18385,2576,10029,251,320,11035,2014,2014-07-01
18290,41,18386,2555,10192,251,320,11036,2014,2014-07-01
18291,118,18387,2185,11018,406,320,11037,2014,2014-07-01
18292,481,18388,2736,10079,489,320,11038,2014,2014-07-01
18293,481,18389,2736,10079,489,320,11039,2014,2014-07-01
18294,108,18390,2837,11569,401,320,11040,2014,2014-07-01
18295,108,18391,2051,10704,248,320,11041,2014,2014-07-01
18296,108,18392,1615,10771,371,320,11042,2014,2014-07-01
18297,179,18393,3135,10365,382,473,11043,2013,2013-07-01
18298,5,18394,1498,11569,537,320,11044,2014,2014-07-01
18299,5,18395,3007,10079,375,473,11045,2014,2014-07-01
18300,108,18396,3049,10079,375,320,11046,2014,2014-07-01
18301,65,18397,1968,10444,411,509,11047,2014,2014-07-01
18302,138,18398,2565,10029,375,473,11048,2014,2014-07-01
18303,31,18399,2760,11437,251,473,11049,2014,2014-07-01
18304,38,18400,2212,10079,401,477,11050,2014,2014-07-01
18305,138,18401,3136,11698,261,405,11051,2014,2014-07-01
18306,534,18402,2091,10444,375,320,11052,2014,2014-07-01
18307,188,18403,2507,10444,375,320,11053,2014,2014-07-01
18308,5,18404,3121,10079,250,320,10914,2014,2014-07-01
18309,5,18405,3089,10079,401,320,10938,2014,2014-07-01
18310,50,18406,2245,11192,401,320,11054,2014,2014-07-01
18311,5,18407,3057,10079,375,150,11055,2014,2014-07-01
18312,5,18408,3121,10079,251,320,10914,2014,2014-07-01
18313,13,18409,1511,10079,249,477,11056,2014,2014-07-01
18314,5,18410,2773,10444,249,320,11057,2014,2014-07-01
18315,5,18411,2773,10444,411,320,11058,2014,2014-07-01
18316,5,18412,2787,11504,411,320,10641,2014,2014-07-01
18317,5,18413,2393,11523,261,320,11059,2014,2014-07-01
18318,115,18414,3137,10989,624,473,11060,2014,2014-07-01
18319,50,18415,1886,11690,602,477,11061,2014,2014-07-01
18320,13,18416,1968,11720,251,477,11062,2014,2014-07-01
18321,31,18417,1968,11523,261,320,7521,2014,2014-07-01
18322,50,18418,2571,11611,375,320,10237,2014,2014-07-01
18323,108,18419,2793,10079,411,320,10051,2014,2014-07-01
18324,118,18420,2275,10079,261,405,11063,2014,2014-07-01
18325,31,18421,1834,10209,251,320,9902,2014,2014-07-01
18326,5,18422,2975,10444,249,320,11064,2014,2014-07-01
18327,108,18423,2785,11493,493,320,11065,2014,2014-07-01
18328,108,18424,3138,10079,623,320,10476,2014,2014-07-01
18329,96,18425,1784,10444,411,477,11066,2014,2014-07-01
18330,115,18426,3067,10989,624,473,11067,2014,2014-07-01
18331,96,18427,2853,10989,371,320,11068,2014,2014-07-01
18332,41,18428,2245,10685,261,320,11069,2014,2014-07-01
18333,5,18429,2960,10040,248,520,11070,2014,2014-07-01
18334,5,18430,2603,11636,254,483,10771,2014,2014-07-01
18335,108,18431,3139,11441,248,520,11071,2014,2014-07-01
18336,515,18432,2405,10433,249,405,10442,2014,2014-07-01
18337,515,18433,2405,10433,249,405,11072,2014,2014-07-01
18338,56,18434,3140,10444,249,477,11073,2014,2014-07-01
18339,124,18435,1886,10685,404,473,11074,2014,2014-07-01
18340,107,18436,2581,11086,261,509,11075,2014,2014-07-01
18341,31,18437,1834,10192,250,320,11076,2014,2014-07-01
18342,108,18438,2766,10685,411,320,11077,2014,2014-07-01
18343,65,18439,1968,10444,261,320,11078,2014,2014-07-01
18344,176,18440,3066,11680,400,442,11079,2014,2014-07-01
18345,31,18441,2507,10345,261,477,11080,2014,2014-07-01
18346,107,18442,1511,10079,249,477,11081,2014,2014-07-01
18347,107,18443,1511,10079,375,477,11081,2014,2014-07-01
18348,115,18444,1511,10079,382,473,11082,2014,2014-07-01
18349,41,18445,2225,11016,261,320,11083,2014,2014-07-01
18350,115,18446,1511,10079,382,473,11084,2014,2014-07-01
18351,13,18447,2797,11423,250,477,11085,2014,2014-07-01
18352,65,18448,1784,10444,375,477,11086,2014,2014-07-01
18353,65,18449,1784,10444,249,477,11087,2014,2014-07-01
18354,65,18450,2425,10685,251,473,11088,2013,2013-07-01
18355,65,18451,1886,10079,401,473,11089,2014,2014-07-01
18356,5,18452,3141,10444,625,477,11090,2014,2014-07-01
18357,98,18453,3091,10444,249,483,10732,2014,2014-07-01
18358,5,18454,2835,10685,250,320,11091,2014,2014-07-01
18359,5,18455,3142,11693,261,320,11092,2014,2014-07-01
18360,108,18456,2814,11721,411,320,11093,2014,2014-07-01
18361,108,18457,3143,11722,408,529,11094,2013,2013-07-01
18362,108,18458,2795,11723,411,320,11095,2014,2014-07-01
18363,108,18459,2795,11724,411,320,11095,2014,2014-07-01
18364,548,18460,3144,10444,626,473,11096,2014,2014-07-01
18365,128,18461,2245,11725,627,530,11097,2014,2014-07-01
18366,108,18462,3094,10437,406,486,11098,2013,2013-07-01
18367,473,18463,2804,11726,628,319,11099,2014,2014-07-01
18368,473,18464,2804,11726,628,319,11100,2014,2014-07-01
18369,341,18465,2555,10121,261,320,11101,2014,2014-07-01
18370,341,18466,2185,11546,261,405,11102,2014,2014-07-01
18371,108,18467,3061,11727,261,320,11103,2014,2014-07-01
18372,108,18468,3061,11676,261,320,10587,2014,2014-07-01
18373,108,18469,3061,11546,261,320,11104,2014,2014-07-01
18374,5,18470,2877,11549,508,150,11105,2014,2014-07-01
18375,5,18471,3145,11018,629,486,11106,2012,2012-07-01
18376,5,18472,3146,10433,261,473,11107,2013,2013-07-01
18377,108,18473,3049,10079,411,320,11108,2014,2014-07-01
18378,379,18474,1534,10192,375,473,11109,2014,2014-07-01
18379,108,18475,2785,11493,493,320,11065,2014,2014-07-01
18380,108,18476,2785,11493,493,320,8609,2014,2014-07-01
18381,50,18477,1886,10079,261,320,11110,2014,2014-07-01
18382,108,18478,3052,11018,375,320,11111,2014,2014-07-01
18383,156,18479,2783,11634,428,320,11112,2014,2014-07-01
18384,5,18480,2846,10079,250,477,11113,2014,2014-07-01
18385,341,18481,1511,11698,261,405,10033,2014,2014-07-01
18386,26,18482,2275,10079,249,477,11114,2014,2014-07-01
18387,5,18483,1666,10079,401,320,10621,2014,2014-07-01
18388,5,18484,3089,10079,401,320,11115,2014,2014-07-01
18389,5,18485,3089,10079,364,320,11116,2014,2014-07-01
18390,26,18486,2091,10079,249,473,11117,2014,2014-07-01
18391,264,18487,1511,10079,261,320,11118,2014,2014-07-01
18392,5,18488,1666,10079,401,320,10937,2014,2014-07-01
18393,341,18489,3061,10345,261,320,11119,2014,2014-07-01
18394,42,18490,3147,10079,250,320,11120,2014,2014-07-01
18395,5,18491,3089,10079,401,320,11121,2014,2014-07-01
18396,26,18492,2091,10079,249,473,11122,2014,2014-07-01
18397,31,18493,1511,10079,375,477,11123,2014,2014-07-01
18398,5,18494,1666,10079,401,320,10936,2014,2014-07-01
18399,13,18495,1511,10079,249,477,11056,2014,2014-07-01
18400,108,18496,2272,11017,261,320,11001,2014,2014-07-01
18401,42,18497,3147,10079,250,320,11124,2014,2014-07-01
18402,5,18498,1666,10079,364,320,11125,2014,2014-07-01
18403,5,18499,3089,10079,401,320,10722,2014,2014-07-01
18404,5,18500,1498,11569,537,320,10467,2014,2014-07-01
18405,31,18501,3148,10029,251,477,10630,2014,2014-07-01
18406,41,18502,1511,10685,401,477,11126,2014,2014-07-01
18407,341,18503,1615,10989,551,473,11127,2014,2014-07-01
18408,118,18504,3149,10989,248,497,11128,2014,2014-07-01
18409,11,18505,2981,10704,261,320,11129,2014,2014-07-01
18410,11,18506,2981,10704,261,320,11130,2014,2014-07-01
18411,253,18507,2396,10771,248,320,11131,2014,2014-07-01
18412,5,18508,3141,10444,534,477,11132,2014,2014-07-01
18413,5,18509,3141,10444,534,477,11133,2014,2014-07-01
18414,308,18510,2225,10444,261,320,11134,2014,2014-07-01
18415,11,18511,2545,10029,249,477,11135,2014,2014-07-01
18416,11,18512,1511,10058,249,477,11136,2014,2014-07-01
18417,28,18513,2581,10079,261,477,11137,2014,2014-07-01
18418,465,18514,2665,11728,585,483,11138,2014,2014-07-01
18419,11,18515,3067,10989,364,320,11139,2014,2014-07-01
18420,11,18516,3067,10989,364,320,11140,2014,2014-07-01
18421,11,18517,3067,10989,401,320,11139,2014,2014-07-01
18422,5,18518,2431,11406,508,483,11141,2014,2014-07-01
18423,11,18519,3150,10771,536,320,11142,2014,2014-07-01
18424,11,18520,3150,10771,536,320,11143,2014,2014-07-01
18425,118,18521,1511,10758,251,473,11144,2014,2014-07-01
18426,341,18522,2225,10345,261,320,11145,2014,2014-07-01
18427,341,18523,1511,10365,261,477,11146,2014,2014-07-01
18428,341,18524,3151,10444,261,320,11147,2014,2014-07-01
18429,31,18525,1834,10192,428,150,11148,2014,2014-07-01
18430,42,18526,3152,11581,250,320,11149,2014,2014-07-01
18431,390,18527,2734,11729,439,497,11150,2014,2014-07-01
18432,11,18528,2091,10079,630,320,11151,2014,2014-07-01
18433,361,18529,2754,11192,493,320,11152,2014,2014-07-01
18434,308,18530,2225,10444,261,320,11134,2014,2014-07-01
18435,11,18531,1511,10079,375,320,10731,2014,2014-07-01
18436,11,18532,3153,10434,411,320,11153,2014,2014-07-01
18437,11,18533,3153,10434,411,320,11153,2014,2014-07-01
18438,491,18534,2956,10029,493,512,10503,2014,2014-07-01
18439,11,18535,2853,10433,251,320,11154,2014,2014-07-01
18440,11,18536,2853,10433,251,320,11155,2014,2014-07-01
18441,42,18537,3147,10079,250,320,11120,2014,2014-07-01
18442,156,18538,2783,11519,493,320,11156,2014,2014-07-01
18443,361,18539,2754,11192,493,320,11157,2014,2014-07-01
18444,5,18540,2980,11569,401,320,10975,2014,2014-07-01
18445,253,18541,1511,10079,251,320,11158,2014,2014-07-01
18446,253,18542,1908,10079,261,320,11159,2014,2014-07-01
18447,549,18543,3154,10989,251,473,11160,2014,2014-07-01
18448,5,18544,2856,10079,250,531,11161,2014,2014-07-01
